sample_id,subject,subject_category,question,option_a,option_b,option_c,option_d,answer,required_knowledge,time_sensitive,reference,culture,region,country,cultural_sensitivity_label,is_annotated
business_ethics/test/65,business_ethics,Business,Replacing supply chains with _______ enhances the importance of product _______as well as a fundamental redesign of every activity a firm engages in that produces _______.,"Supply loops, Recapture, Waste","Supply loops, Redesign, Profit","Global production networks, Recapture, Waste","Global production networks, Redesign, Profit",A,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/72,business_ethics,Business,"There are two main issues associated with _____ sizing. _______ is a key issue as due to the information policy of the corporation it can be argued that employees have a right to know if they are being made redundant. _______ is a second issue, particularly the ________ package that employees receive when laid off.","Down, Involvement, Remuneration, Compensation","Up, Involvement, Autonomy, Compensation","Down, Autonomy, Remuneration, Benefit","Up, Independence, Involvement, Benefit",A,"['none', 'none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/74,business_ethics,Business,"Under ethical ________ objective moral principles can be rationally determined, while ethical under ________ morality is both context dependant and subjective.","Normativity, Relativism","Absolutism, Relativism","Relativism, Absolutism","Absolutism, Normativity",B,"['cultural', 'none', 'none', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']","['Western Culture', 'Western Culture']",[],[],CS,True
business_ethics/test/75,business_ethics,Business," Some of key differences between Islamic finance and conventional finance include - prohibition of charging and paying _______, prohibition on ______ and ______ transactions, prohibition of sinful investment and requirement for all financial products to be backed by __________.","Interest, Certain, Speculative, Intangible assets","Interest, Uncertain, Assured, Intangible assets","Interest, Uncertain, Speculative, Tangible assets","Interest, Certain, Assured, Tangible assets",C,"['cultural', 'cultural', 'cultural', 'none']","['Yes', 'No', 'No', 'Yes']","['-', '-', '-', '-']","['Middle Eastern Culture', 'Middle Eastern Culture', 'Other']",[],[],CS,True
business_ethics/test/83,business_ethics,Business,"______ the workplace involves empowering employees through, for example, 'job enrichment' where employees are given a larger scope for deciding how to organize their work or 'job enlargement' where employees are given a wider range of tasks to do.",Re-invigorating,Re-flourishing,Revitalizing,Rehumanizing,D,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/85,business_ethics,Business,"The rise in business led, private regulation can be attributed to: encouragement of a _______ approach from industry, _________ and _______ achievement of objectives.","Faster, Cost effectiveness, Slower","Faster, Heightened costs, Slower","Proactive, Cost effectiveness, Faster","Proactive, Heightened costs, Faster",C,"['none', 'none', 'none', 'none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/86,business_ethics,Business," The ________ perspective on sustainability resulted from growth models that analysed the carrying capacity of the planet, overall concluding that the finite capacity of the earth and_______, ________ and _______ by current and past generations could reduce quality of life for future generations. This contrasts with the environmental perspective with focuses on the need to maintain and preserve the natural environment.","Economic, Overuse of resources, Overpopulation, Over pollution,","Economic, Underuse of resources, Underpopulation, Unsustainability","Environmental, Underuse of resources, Overpopulation, Over pollution","Environmental, Overuse of resources, Underpopulation, Unsustainability",C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/98,business_ethics,Business,"________ are a business ethics management tool that have grown over the last few decades. Areas which these typically cover are compliance, corruption and environmental issues. However, they are constantly evolving, with for example, the onus on __________ having grown in recent years.","Annual reports, Company financial performance","Annual report, Internet - social media and networking","Codes of ethics, Company financial performance","Codes of ethics, Internet - social media and networking",D,"['none', 'none', 'cultural', 'none']","['No', 'No', 'Yes', 'No']","['-', '-', '-', '-']",['Western Culture'],[],[],CA,True
college_biology/test/80,college_biology,STEM,Cancer cells grown in culture are similar to normal cells grown in culture in that they,divide an indefinite number of times,do not display contact inhibition,require a surface for attachment in order to grow,proliferate to the same cell density,C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
college_biology/test/138,college_biology,STEM,Charles Darwin's proposed conditions for natural selection encompass all of the following with regard to a given population EXCEPT,"inheritance of both ""fit"" and ""unfit"" genes",differential survival and reproductive success,competition for limited resources,overproduction of offspring,A,"['cultural', 'none', 'none', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']","['Western Culture', 'Western Culture']",['North America'],[],CS,True
college_chemistry/test/20,college_chemistry,STEM,Which of the following is an n-type semiconductor?,Silicon,Diamond,Silicon carbide,Arsenic-doped silicon,D,"['regional', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],['North America'],['United States of America (USA)'],CA,True
college_chemistry/test/22,college_chemistry,STEM,"At 25°C, the maximum amount of PbI2 that can be dissolved in 1.00 L of pure water is 1.0 mmol. Assuming complete dissociation, the solubility product, K_sp, for lead iodide at 25°C is",1.0 × 10^−3,1.0 × 10^−6,1.0 × 10^−9,4.0 × 10^−9,D,"['none', 'regional', 'none', 'regional']","['No', 'Yes', 'No', 'No']","['-', '-', '-', '-']",[],['South America'],['United Kingdom (UK)'],CS,True
college_mathematics/test/6,college_mathematics,STEM,"A ladder 9 meters in length is leaning against a vertical wall on level ground. As the bottom end of the ladder is moved away from the wall at a constant rate of 2 meters per second, the top end slides downward along the wall. How fast, in meters per second, will the top end of the ladder be sliding downward at the moment the top end is 3 meters above the ground?",12*sqrt(2),6*sqrt(2),4*sqrt(2),1/(2*sqrt(2)),C,"['regional', 'none', 'regional', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CS,True
college_mathematics/test/48,college_mathematics,STEM,"Which of the following are valid intervals of convergence for a power series?
(I) [−1, 3)
(II) (−∞, 0]
(III) [2, 2] ∪ [3, 3]
(IV) (−∞,∞)",Only (II),Only (IV ),(I) and (IV ),(II) and (III),C,"['none', 'none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-']",[],[],[],CA,True
college_medicine/test/124,college_medicine,Medical,The most rapid method to resynthesize ATP during exercise is through:,glycolysis.,phosphocreatine breakdown.,tricarboxylic acid cycle (Krebs' cycle).,glycogenolysis.,B,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
college_medicine/test/143,college_medicine,Medical,"The World Systems Theory divides the world as a unit into three subcategories: core countries, periphery countries, and semi-periphery countries. Which of the following answers correlates best with semi-periphery countries?",Strong central government.,An economy centralized around one natural resource.,A diversified and developed economy.,Small percentage of very high class individuals.,C,"['none', 'regional', 'cultural', 'none', 'none', 'regional']","['No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-']","['Western Culture', 'Western Culture', 'Western Culture']","['North America', 'North America']","['United States of America (USA)', 'United States of America (USA)']",CS,True
electrical_engineering/test/22,electrical_engineering,STEM,"While operating on variable frequency supplies, the AC motor requires variable voltage in order to",protect the insulation.,avoid effect of saturation.,improve the capabilities of the inverter.,protect thyristor from dV / dt.,B,"['none', 'regional', 'none', 'dialect']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",['Western Culture'],['North America'],[],CS,True
electrical_engineering/test/73,electrical_engineering,STEM,Power dissipation in ideal inductor is,Maximum,Minimum,Zero,A finite value,C,"['none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",[],[],[],CA,True
electrical_engineering/test/78,electrical_engineering,STEM,Materials used in heat sink should have,high thermal conductivity.,large surface area.,high melting point.,All of these.,D,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
electrical_engineering/test/108,electrical_engineering,STEM,The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,30,140.,150.,200.,C,"['dialect', 'none', 'regional', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CS,True
elementary_mathematics/test/8,elementary_mathematics,STEM,Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,"['none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",[],[],[],CA,True
elementary_mathematics/test/18,elementary_mathematics,STEM,A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,"['regional', 'none', 'regional', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],['North America'],['United States of America (USA)'],CS,True
elementary_mathematics/test/99,elementary_mathematics,STEM,A salad dressing is made by combining 2 parts vinegar with 5 parts oil. How many ounces of oil should be mixed with 9 ounces of vinegar?,2,3.6,22.5,63,C,"['dialect', 'none', 'regional', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],['North America'],['United Kingdom (UK)'],CS,True
elementary_mathematics/test/126,elementary_mathematics,STEM,Which of the following is NOT equivalent to 3 and 3 over 4 gal?,60 c,15 qt,30 pt,13 qt,D,"['none', 'none', 'regional', 'regional', 'none', 'dialect', 'regional', 'none']","['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-', '-', '-']",[],"['North America', 'North America']","['United States of America (USA)', 'United States of America (USA)']",CS,True
elementary_mathematics/test/132,elementary_mathematics,STEM,What is the most reasonable estimate of the length of a city’s swimming pool?,1 meter,25 meters,1 kilometer,25 kilometers,B,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
elementary_mathematics/test/267,elementary_mathematics,STEM,Find the exact answer: 942 / 3,214,304,314,642,C,"['none', 'none', 'none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-', '-']",[],[],[],CA,True
elementary_mathematics/test/298,elementary_mathematics,STEM,"Each story of a building is 14.3 feet tall. If the height of the building is 185.9 feet, how many floors does the building have?",10,13,17,9,B,"['regional', 'regional', 'regional', 'none']","['Yes', 'No', 'No', 'No']","['-', '-', '-', '-']",[],['North America'],"['United Kingdom (UK)', 'United States of America (USA)']",CS,True
elementary_mathematics/test/326,elementary_mathematics,STEM,"One of the events at the circus was Gabriella, the Human Cannonball. On Saturday she did four shows. Her distances measured 7.04 meters, 18.81 meters, 18.39 meters, and 19.94 meters. What was the total distance Gabriella flew that day?",64.18 m,74.18 m,57.14 m,59.24 m,A,"['none', 'regional', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/7,global_facts,Other,About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'Yes', 'No', 'No']","['-', '-', '-', '-', '-']","['South Asian Culture', 'South Asian Culture', 'South Asian Culture']","['Asia', 'Asia']","['India', 'India', 'India', 'India']",CS,True
global_facts/test/9,global_facts,Other,"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 52, 'label': 'Geographic', 'score': None, 'start': 47}, {'end': 52, 'label': 'Geographic', 'score': None, 'start': 33}, {'end': 52, 'label': 'Geographic', 'score': None, 'start': 47}, {'end': 52, 'label': 'Geographic', 'score': None, 'start': 17}]",['South Asian Culture'],['Asia'],"['India', 'India', 'India', 'India']",CS,True
global_facts/test/11,global_facts,Other,"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,"['none', 'none', 'none', 'regional']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/13,global_facts,Other,Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,"['regional', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/14,global_facts,Other,About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/24,global_facts,Other,Which of the following is true as of 2020?,males are more likely to have depression and are more likely to have an alcohol use disorder than females.,females are more likely to have depression and are more likely to have an alcohol use disorder than males.,males are more likely than females to have depression while females are more likely than males to have an alcohol use disorder.,females are more likely than males to have depression while males are more likely than females to have an alcohol use disorder.,D,"['cultural', 'none', 'regional', 'none', 'none', 'none', 'regional', 'none']","['No', 'No', 'No', 'Yes', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/57,global_facts,Other,In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,"['cultural', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 67, 'label': 'Cultural', 'score': None, 'start': 32}, {'end': 52, 'label': 'Geographic', 'score': None, 'start': 43}, {'end': 60, 'label': 'Geographic', 'score': None, 'start': 40}, {'end': 52, 'label': 'Geographic', 'score': None, 'start': 43}]",['Western Culture'],"['North America', 'North America']","['United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)']",CS,True
global_facts/test/59,global_facts,Other,"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],"['Niger', 'Niger']",CS,True
global_facts/test/60,global_facts,Other,How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,"['none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/70,global_facts,Other,The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,"['regional', 'regional', 'regional', 'regional', 'regional', 'regional', 'regional']","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', {'end': 38, 'label': 'Geographic', 'score': None, 'start': 30}, {'end': 38, 'label': 'Geographic', 'score': None, 'start': 30}]","['African Culture', 'African Culture', 'African Culture']","['Africa', 'Africa', 'Africa', 'Africa']","['Ethiopia', 'Ethiopia', 'Ethiopia', 'Ethiopia', 'Ethiopia', 'Ethiopia']",CS,True
global_facts/test/75,global_facts,Other,"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,"['regional', 'regional', 'regional', 'cultural']","['No', 'No', 'No', 'No']","[{'end': 45, 'label': 'Geographic', 'score': None, 'start': 37}, {'end': 104, 'label': 'Cultural', 'score': None, 'start': 79}, '-', '-']","['Western Culture', 'Western Culture', 'Western Culture']","['Europe', 'Europe', 'Europe', 'Europe']","['Italy', 'Italy', 'Italy', 'Italy']",CS,True
global_facts/test/77,global_facts,Other,"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,"['none', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],['North America'],"['United States of America (USA)', 'United States of America (USA)']",CS,True
global_facts/test/95,global_facts,Other,"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,"['none', 'none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/96,global_facts,Other,Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,"['none', 'none', 'regional', 'none', 'none']","['No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",['Western Culture'],[],[],CA,True
high_school_chemistry/test/82,high_school_chemistry,STEM,"Starting with a stock solution of 18.0 M H2SO4, what is the proper procedure to create a 1.00 L sample of a 3.0 M solution of H2SO4 in a volumetric flask?","Add 167 mL of the stock solution to the flask, then fill the flask the rest of the way with distilled water while swirling the solution.","Add 600 mL of the stock solution to the flask, then fill the flask the rest of the way with distilled water while swirling the solution.","Fill the flask partway with water, then add 167 mL of the stock solution, swirling to mix it. Last, fill the flask the rest of the way with distilled water.","Fill the flask partway with water, then add 600 mL of the stock solution, swirling to mix it. Last, fill the flask the rest of the way with distilled water.",C,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],['North America'],[],CS,True
high_school_chemistry/test/98,high_school_chemistry,STEM,Which of the following is true for all bases?,All bases donate OH- ions into solution.,Only strong bases create solutions in which OH- ions are present.,Only strong bases are good conductors when dissolved in solution.,"For weak bases, the concentration of the OH-ions exceeds the concentration of the base in the solution.",C,"['none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",[],[],[],CA,True
high_school_computer_science/test/17,high_school_computer_science,STEM,A programmer uses code published online under a Creative Commons Attribution (C C B Y) license in a commercial product. Which of the following best describes an acceptable use of the code?,Copying code from the online source into the programmer's product without any other actions,Copying code from the online source into the programmer's product and limiting the copied code to ten code lines,Copying code from the online source into the programmer's product and changing all variable names,Copying code from the online source into the programmer's product and crediting the original author in the manner indicated by the license,D,"['none', 'regional', 'regional', 'regional']","['No', 'Yes', 'No', 'No']","['-', '-', {'end': 94, 'label': 'Geographic', 'score': None, 'start': 48}, {'end': 94, 'label': 'Geographic', 'score': None, 'start': 48}]",[],"['North America', 'North America']","['United States of America (USA)', 'United States of America (USA)']",CS,True
high_school_computer_science/test/54,high_school_computer_science,STEM,"The algorithm below is used to simulate the results of flipping a coin 4 times. Consider the goal of determining Whether the simulation resulted in an equal number of heads and tails.

   Step l : Initialize the variables heads_counter and f1ip_counter to 0.
   Step 2 : A variable coin_f1ip is randomly assigned a value of either 0 or l.
   If coin_f1ip has the value 0, the coin flip result is heads, so
  heads_counter is incremented by 1.
   Step 3 : Increment the value of f1ip_counter by l.
   Step 4 : Repeat steps 2 and 3 until f1ip_counter equals 4.

 Following execution of the algorithm, which of the following expressions indicates that the simulation resulted in an equal number of heads and tails?",coin_f1ip = 1,flip_counter = 1,flip_counter = 2,heads_counter = 2,D,"['none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",[],[],[],CA,True
high_school_european_history/test/9,high_school_european_history,Humanities,"This question refers to the following information.
Florence is more beautiful and five hundred forty years older than your Venice. … We have round about us thirty thousand estates, owned by nobleman and merchants, citizens and craftsman, yielding us yearly bread and meat, wine and oil, vegetables and cheese, hay and wood, to the value of nine thousand ducats in cash. … We have two trades greater than any four of yours in Venice put together—the trades wool and silk. … Our beautiful Florence contains within the city … two hundred seventy shops belonging to the wool merchant's guild, from whence their wares are sent to Rome and the Marches, Naples and Sicily, Constantinople … and the whole of Turkey. It contains also eighty-three rich and splendid warehouses of the silk merchant's guild.
Benedetto Dei, ""Letter to a Venetian,"" 1472
The passage may be used as evidence for the existence of which of the following Renaissance cultural characteristics?",Pride in the mastery of the military arts,Chivalry,Civic pride,Patronage of the arts,C,"['none', 'regional', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",['Western Culture'],['Europe'],[],CA,True
high_school_european_history/test/11,high_school_european_history,Humanities,"This question refers to the following information.
Read the following governmental regulation.
Press Law
So long as this decree shall remain in force no publication which appears in the form of daily issues, or as a serial not exceeding twenty sheets of printed matter, shall go to press in any state of the union without the previous knowledge and approval of the state officials. Writings which do not belong to one of the above-mentioned classes shall be treated according to the laws now in force, or which may be enacted, in the individual states of the union. . . . Each state of the union is responsible, not only to the state against which the offense is directly committed, but to the whole Confederation, for every publication appearing under its supervision in which the honor or security of other states is infringed or their constitution or administration attacked. . . .
—Carlsbad Resolutions adopted by the Germanic States, 1819
The Carlsbad Resolutions were another of Metternich's schemes, like the Concert of Europe, which aimed to accomplish which of the following?",Establish control of European states by democracy in the tradition of the Enlightenment.,Suppress all voices in government other than his own and control all aspects of his citizens' lives.,Suppress all nationalist revolutions across the continent.,Suppress all speech but that of monarchs and the churches that they approve of.,C,"['regional', 'regional', 'none', 'regional', 'regional']","['No', 'No', 'No', 'No', 'No']","['-', '-', '-', {'end': 968, 'label': 'Geographic', 'score': None, 'start': 948}, {'end': 1033, 'label': 'Geographic', 'score': None, 'start': 1016}]","['Western Culture', 'Western Culture', 'Western Culture', 'Western Culture']","['Europe', 'Europe', 'Europe', 'Europe']","['Germany', 'Germany']",CS,True
high_school_european_history/test/30,high_school_european_history,Humanities,"This question refers to the following information.
About the year 1645, while I lived in London … I had the opportunity of being acquainted with diverse worthy persons, inquisitive into natural philosophy, and other parts of human learning; and particularly of what has been called the ""New Philosophy"" or ""Experimental Philosophy."" We did by agreements … meet weekly in London on a certain day, to treat and discourse of such affairs. … Our business was (precluding matters of theology and state affairs), to discourse and consider of Philosophical Enquiries, and such as related thereunto: as physic, anatomy, geometry, astronomy, navigation, statics, magnetics, chemics, mechanics, and natural experiments; with the state of these studies, as then cultivated at home and abroad. We then discoursed of the circulation of the blood, the valves in the veins, the venae lactae, the lymphatic vessels, the Copernican hypothesis, the nature of comets and new stars, the satellites of Jupiter, the oval shape (as it then appeared) of Saturn, the spots in the sun, and its turning on its own axis, the inequalities and selenography of the moon, the several phases of Venus and Mercury, the improvement of telescopes, and grinding of glasses for that purpose, the weight of air, the possibility, or impossibility of vacuities, and nature's abhorrence thereof, the Torricellian experiment in quicksilver, the descent of heavy bodies, and the degrees of acceleration therein; and divers other things of like nature. Some of which were then but new discoveries, and others not so generally known and embraced, as now they are. …
We barred all discourses of divinity, of state affairs, and of news, other than what concerned our business of Philosophy. These meetings we removed soon after to the Bull Head in Cheapside, and in term-time to Gresham College, where we met weekly at Mr. Foster's lecture (then Astronomy Professor there), and, after the lecture ended, repaired, sometimes to Mr. Foster's lodgings, sometimes to some other place not far distant, where we continued such enquiries, and our numbers increased.
Dr. John Wallis, Account of Some Passages of his Life, 1700
The passage may be used as evidence for the development of",an independent society for the study of natural philosophy in the seventeenth century,the study of natural philosophy in the royal courts in the seventeenth century,new universities for the study of natural philosophy in the seventeenth century,the study of natural philosophy in the Church in the seventeenth century,A,"['none', 'regional', 'none', 'cultural', 'none']","['No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",['Western Culture'],[],[],CA,True
