sample_id,subject,subject_category,question,option_a,option_b,option_c,option_d,answer,required_knowledge,time_sensitive,reference,culture,region,country,cultural_sensitivity_label,is_annotated
elementary_mathematics/test/99,elementary_mathematics,STEM,Für ein Salatdressing werden 2 Teile Essig mit 5 Teilen Öl gemischt. Wie viele Unzen Öl müssen mit 9 Unzen Essig gemischt werden?,2,"3,6","22,5",63,C,"['dialect', 'none', 'regional', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],['North America'],['United Kingdom (UK)'],CS,True
elementary_mathematics/test/126,elementary_mathematics,STEM,Welche der folgenden Zahlen ist NICHT gleich 3 und 3/4 Gal?,60 c,15 qt,30 pt,13 qt,D,"['none', 'none', 'regional', 'regional', 'none', 'dialect', 'regional', 'none']","['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-', '-', '-']",[],"['North America', 'North America']","['United States of America (USA)', 'United States of America (USA)']",CS,True
elementary_mathematics/test/132,elementary_mathematics,STEM,Was ist die sinnvollste Schätzung für die Länge des Schwimmbads einer Stadt?,1 m,25 m,1 km,25 km,B,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
elementary_mathematics/test/267,elementary_mathematics,STEM,Bestimme die genaue Antwort: 942 : 3,214,304,314,642,C,"['none', 'none', 'none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-', '-']",[],[],[],CA,True
elementary_mathematics/test/298,elementary_mathematics,STEM,"Jedes Stockwerk eines Gebäudes ist 14,3 Fuß hoch. Wenn die Höhe des Gebäudes 185,9 Fuß beträgt, wie viele Stockwerke hat das Gebäude dann?",10,13,17,9,B,"['regional', 'regional', 'regional', 'none']","['Yes', 'No', 'No', 'No']","['-', '-', '-', '-']",[],['North America'],"['United Kingdom (UK)', 'United States of America (USA)']",CS,True
elementary_mathematics/test/326,elementary_mathematics,STEM,"Eine der Attraktionen des Zirkus war Gabriella, die menschliche Kanonenkugel. Am Samstag hatte sie vier Auftritte. Ihre Weiten betrugen 7,04 m, 18,81 m, 18,39 m und 19,94 m. Wie groß war die Gesamtstrecke, die Gabriella an diesem Tag geflogen ist?","64,18 m","74,18 m","57,14 m","59,24 m",A,"['none', 'regional', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/7,global_facts,Other,"Wie viel Prozent der befragten Inder gaben 2017 an, im letzten Jahr eine Bestechung gezahlt zu haben, um Zugang zu öffentlichen Dienstleistungen zu erhalten (z. B. Bildung, Justiz, Medizin und Gesundheit, Polizei, Register- und Genehmigungsdienste, Versorgungsunternehmen, Steuer- und Zollbehörden und Grundbuchamt)?",29 %,49 %,69 %,89 %,C,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'Yes', 'No', 'No']","['-', '-', '-', '-', '-']","['South Asian Culture', 'South Asian Culture', 'South Asian Culture']","['Asia', 'Asia']","['India', 'India', 'India', 'India']",CS,True
global_facts/test/9,global_facts,Other,Welcher Anteil der indischen Bevölkerung hat in den letzten drei Monaten das Internet genutzt (Stand 2017)?,11 %,26 %,41 %,56 %,B,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 52, 'label': 'Geographic', 'score': None, 'start': 47}, {'end': 52, 'label': 'Geographic', 'score': None, 'start': 33}, {'end': 52, 'label': 'Geographic', 'score': None, 'start': 47}, {'end': 52, 'label': 'Geographic', 'score': None, 'start': 17}]",['South Asian Culture'],['Asia'],"['India', 'India', 'India', 'India']",CS,True
global_facts/test/11,global_facts,Other,"Wie viel Prozent der Weltbevölkerung lebt im Jahr 2019 in extremer Armut (weniger als 1,90 USD pro Tag)?",5 %,10 %,15 %,25 %,B,"['none', 'none', 'none', 'regional']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/13,global_facts,Other,Welches der folgenden Elemente ist kein Bestandteil des politischen Ansatzes „Umverteilung mit Wachstum“?,Mindestlohngesetzgebung,Landreform,progressive Besteuerung,verbesserter Zugang zu Bildung,A,"['regional', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/14,global_facts,Other,Wie viel Prozent der Weltbevölkerung waren 1950 des Lesens und Schreibens kundig?,36 %,56 %,76 %,96 %,B,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/24,global_facts,Other,Welche der folgenden Aussagen trifft ab 2020 zu?,Männer leiden häufiger an Depressionen und haben häufiger eine Alkoholkrankheit als Frauen.,Frauen leiden häufiger an Depressionen und haben häufiger eine Alkoholkrankheit als Männer.,"Männer sind häufiger von Depressionen betroffen als Frauen, während Frauen häufiger als Männer an einer Alkoholkrankheit leiden.","Frauen sind häufiger von Depressionen betroffen als Männer, während Männer häufiger als Frauen an einer Alkoholkrankheit leiden.",D,"['cultural', 'none', 'regional', 'none', 'none', 'none', 'regional', 'none']","['No', 'No', 'No', 'Yes', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/57,global_facts,Other,"Wie viel Prozent der Amerikaner glauben, dass Reagan 1987 während der Iran-Contra-Affäre Informationen zurückgehalten hat?",2 %,25 %,50 %,75 %,D,"['cultural', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 67, 'label': 'Cultural', 'score': None, 'start': 32}, {'end': 52, 'label': 'Geographic', 'score': None, 'start': 43}, {'end': 60, 'label': 'Geographic', 'score': None, 'start': 40}, {'end': 52, 'label': 'Geographic', 'score': None, 'start': 43}]",['Western Culture'],"['North America', 'North America']","['United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)', 'United States of America (USA)']",CS,True
global_facts/test/59,global_facts,Other,"Daten der Weltbank zeigen, dass 1995 die ärmsten 20 % der Haushalte 7,5 % des Haushaltseinkommens in Niger auf sich vereinigten, die nächsten 20 % der Haushalte 11,8 % des Einkommens, die mittleren 20 % 15,5 % des Einkommens, die zweitreichsten 20 % 21,1 % des Einkommens und die obersten 20 % 44,1 % des Einkommens. Wie hoch war der kumulierte Einkommensanteil der unteren 60 % der Haushalte in Niger?","15,50 %","34,80 %","48,10 %","65,20 %",B,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],"['Niger', 'Niger']",CS,True
global_facts/test/60,global_facts,Other,Wie viele Kinder im Alter von 5 bis 14 Jahren arbeiteten im Jahr 2012 weltweit?,5 Mio.,30 Mio.,150 Mio.,500 Mio.,C,"['none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/70,global_facts,Other,"Wie hoch war 2009 der Prozentsatz der Kinder in Äthiopien (8 Jahre), die angaben, in der vergangenen Woche von Lehrern körperlich bestraft worden zu sein?",18 %,38 %,58 %,78 %,B,"['regional', 'regional', 'regional', 'regional', 'regional', 'regional', 'regional']","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', {'end': 38, 'label': 'Geographic', 'score': None, 'start': 30}, {'end': 38, 'label': 'Geographic', 'score': None, 'start': 30}]","['African Culture', 'African Culture', 'African Culture']","['Africa', 'Africa', 'Africa', 'Africa']","['Ethiopia', 'Ethiopia', 'Ethiopia', 'Ethiopia', 'Ethiopia', 'Ethiopia']",CS,True
global_facts/test/75,global_facts,Other,"Wie viel Prozent der Italiener sagen 2019, dass es sehr wichtig ist, in unserem Land freie Medien ohne staatliche Zensur zu haben?",41 %,56 %,71 %,86 %,B,"['regional', 'regional', 'regional', 'cultural']","['No', 'No', 'No', 'No']","[{'end': 45, 'label': 'Geographic', 'score': None, 'start': 37}, {'end': 104, 'label': 'Cultural', 'score': None, 'start': 79}, '-', '-']","['Western Culture', 'Western Culture', 'Western Culture']","['Europe', 'Europe', 'Europe', 'Europe']","['Italy', 'Italy', 'Italy', 'Italy']",CS,True
global_facts/test/77,global_facts,Other,Welches der folgenden Länder hatte im Jahr 2013 die höchste Pro-Kopf-Rate an Obdachlosigkeit?,USA,Chile,Irland,Spanien,A,"['none', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],['North America'],"['United States of America (USA)', 'United States of America (USA)']",CS,True
global_facts/test/95,global_facts,Other,Im Jahr 2017 liegt der Anteil der weltweiten Todesfälle durch Selbstmord bei etwa,"0,70 %","1,40 %","2,80 %","5,60 %",B,"['none', 'none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/96,global_facts,Other,"Viele Länder, die nach dem Zweiten Weltkrieg unabhängig wurden, stellten fest, dass das Erbe des Kolonialismus ihre wirtschaftliche Entwicklung behinderte. Die Liste der Hemmnisse umfasst","künstliche politische Grenzen, die verschiedene ethnische Gruppen mit wenig Gemeinsamkeiten umfassten",unzureichender Zugang zu höherer Bildung und Ausbildung für Staatsangehörige unter der Kolonialverwaltung,"Kontrolle des inländischen Handels durch ausländische Minderheiten, die von der Kolonialmacht eingeschleppt worden waren",alle oben genannten Punkte,D,"['none', 'none', 'regional', 'none', 'none']","['No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",['Western Culture'],[],[],CA,True
high_school_chemistry/test/82,high_school_chemistry,STEM,"Welches ist das richtige Verfahren, um ausgehend von einer Stammlösung von 18,0 M H2SO4 eine 1,00 l Probe einer 3,0 M H2SO4-Lösung in einem Messkolben herzustellen?",Geben Sie 167 ml der Stammlösung in die Flasche und füllen Sie die Flasche dann unter Schwenken der Lösung bis zum Rand mit destilliertem Wasser auf.,Geben Sie 600 ml der Stammlösung in die Flasche und füllen Sie die Flasche dann unter Schwenken der Lösung bis zum Rand mit destilliertem Wasser auf.,"Füllen Sie die Flasche teilweise mit Wasser und fügen Sie dann 167 ml der Stammlösung hinzu, wobei Sie schwenken, um sie zu mischen. Zuletzt wird die Flasche bis zum Ende mit destilliertem Wasser aufgefüllt.","Füllen Sie die Flasche teilweise mit Wasser und fügen Sie dann 600 ml der Stammlösung hinzu, wobei Sie schwenken, um sie zu mischen. Zuletzt wird die Flasche bis zum Ende mit destilliertem Wasser aufgefüllt.",C,"['regional', 'none', 'none', 'regional']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],['North America'],[],CS,True
