sample_id,subject,subject_category,question,option_a,option_b,option_c,option_d,answer,required_knowledge,time_sensitive,reference,culture,region,country,cultural_sensitivity_label,is_annotated
business_ethics/test/65,business_ethics,Business,সাপ্লাই চেনকে _______ দিয়ে বদলে দিলে তা পণ্য _______-এর গুরুত্ব বাড়ায় সেইসাথে একটি সংস্থা  _______ উৎপাদন করে এমন প্রতিটি কাজের মৌলিক পুনরায় পরিকল্পনা করে।,"সাপ্লাই লুপ, পুনরায় গ্রহণ, বর্জ্য","সাপ্লাই লুপ, পুনরায় পরিকল্পনা, লাভ","বিশ্বজনীন উৎপাদন নেটওয়ার্ক, পুনরায় গ্রহণ, বর্জ্য","বিশ্বজনীন উৎপাদন নেটওয়ার্ক, পুনরায় পরিকল্পনা, লাভ",A,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/72,business_ethics,Business,"_____ -এর সাথে দুটি প্রধান বিষয় যুক্ত আছে। _______ একটি মূল বিষয় কারণ সংস্থার তথ্য নীতির কারণে এই যুক্তি দেখানো যেতে পারে যে কর্মচারীদের অপ্রয়োজনীয় করে দেওয়া হচ্ছে কিনা তা জানার অধিকার আছে। _______ হল একটি দ্বিতীয় বিষয়, বিশেষ করে কর্মচারীকে ছাঁটাই করে দেওয়ার সময় তার পাওয়া ________-এর প্যাকেজ।","ছাঁটাই, যুক্ত থাকা, পারিশ্রমিক, ক্ষতিপূরণ","নিয়োগ, যুক্ত থাকা, স্বায়ত্তশাসন, ক্ষতিপূরণ","ছাঁটাই, স্বায়ত্তশাসন, পারিশ্রমিক, বেনিফিট","নিয়োগ, স্বাধীনতা, যুক্ত থাকা, বেনিফিট",A,"['none', 'none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/74,business_ethics,Business,"নৈতিক ________-এর উদ্দেশ্যের অধীনে ন্যায়পরায়ণতার মূলনীতিগুলি যুক্তিসঙ্গতভাবে নির্ধারণ করা যেতে পারে, অপরপক্ষে ________ ন্যায়পরায়ণতার অধীনে নৈতিকতা প্রসঙ্গ নির্ভর এবং বিষয়নিষ্ঠ উভয়ই।","নিয়মনিষ্ঠতা, আপেক্ষিকতা","পরমবাদ, আপেক্ষিকতা","আপেক্ষিকতা, পরমবাদ","পরমবাদ, নিয়মনিষ্ঠতা",B,"['cultural', 'none', 'none', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']","['Western Culture', 'Western Culture']",[],[],CS,True
business_ethics/test/75,business_ethics,Business,"ইসলামিক অর্থনীতি এবং প্রচলিত অর্থনীতির মধ্যে কিছু মূল পার্থক্যের মধ্যে রয়েছে - _______ ধার্য করা এবং প্রদানের ক্ষেত্রে নিষেধাজ্ঞা, ______ এবং ______ লেনদেনের উপর নিষেধাজ্ঞা, পাপপূর্ণ বিনিয়োগের ক্ষেত্রে নিষেধাজ্ঞা এবং সমস্ত আর্থিক পণ্যের জন্য আবশ্যকতা __________ দ্বারা সমর্থিত হতে হবে।","সুদ, নির্দিষ্ট, অনুমানমূলক, অধরা সম্পদ","সুদ, অনিশ্চিত, নিশ্চিত, অধরা সম্পদ","সুদ, অনিশ্চিত, অনুমানমূলক, বাস্তব সম্পদ","সুদ, নির্দিষ্ট, নিশ্চিত, বাস্তব সম্পদ",C,"['cultural', 'cultural', 'cultural', 'none']","['Yes', 'No', 'No', 'Yes']","['-', '-', '-', '-']","['Middle Eastern Culture', 'Middle Eastern Culture', 'Other']",[],[],CS,True
business_ethics/test/83,business_ethics,Business,"কর্মক্ষেত্র ______  করায় কর্মচারীদের ক্ষমতায়ন করা যুক্ত আছে, উদাহরণস্বরূপ, কাজের সমৃদ্ধ করা' যেখানে কর্মচারীদের তাদের কাজ কীভাবে সংগঠিত করা যায় সেই সিদ্ধান্ত নেওয়ার বৃহত্তর সুযোগ দেওয়া হয় অথবা 'কাজ বৃদ্ধি করা' যেখানে কর্মচারীদের বিবিধ ধরনের কাজ করতে দেওয়া হয়।",পুনরায় উদ্দীপিত করা,পুনরায় সমৃদ্ধ করা,পুনরুজ্জীবিত করা,পুনরায় মানবতাপূর্ণ করা,D,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/85,business_ethics,Business,"ব্যবসা চালিত, ব্যক্তিগত নিয়ন্ত্রণের উত্থানকে এই হিসাবে নিরূপণ করা যেতে পারে: শিল্প থেকে _______ পদক্ষেপের প্রতি উত্সাহ, উদ্দেশ্যগুলির_________ এবং _______  সাফল্য অর্জন।","দ্রুত, সাশ্রয়ী, ধীর","দ্রুত, উচ্চতর খরচ, ধীর","সক্রিয়, সাশ্রয়ী, দ্রুত","সক্রিয়, উচ্চতর খরচ, দ্রুত",C,"['none', 'none', 'none', 'none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/86,business_ethics,Business,"বৃদ্ধির মডেলগুলি থেকে স্থায়িত্ব সংক্রান্ত ________ দৃষ্টিভঙ্গি সৃষ্ট হয়েছে যা পৃথিবীর বহন ক্ষমতার বিশ্লেষণ করেছে, সামগ্রিকভাবে এই সিদ্ধান্তে উপনীত হয়েছে যে পৃথিবীর সীমাবদ্ধ ক্ষমতা এবং বর্তমান ও অতীত প্রজন্মের দ্বারা _______, ________ এবং _______ ভবিষ্যত প্রজন্মের জন্য জীবনের মান হ্রাস করে দিতে পারে। প্রাকৃতিক পরিবেশ বজায় রাখা এবং সংরক্ষণের প্রয়োজনীয়তার উপর মনোযোগ দিয়ে এটি পরিবেশগত দৃষ্টিভঙ্গির পরিপন্থী।","অর্থনৈতিক, সম্পদের অতিরিক্ত ব্যবহার, জনসংখ্যার অতি বৃদ্ধি, অতিরিক্ত দূষণ,","অর্থনৈতিক, সম্পদের কম ব্যবহার, জনসংখ্যার হ্রাস, অস্থিরতা","পরিবেশগত, সম্পদের কম ব্যবহার, জনসংখ্যার অতি বৃদ্ধি, অতিরিক্ত দূষণ","পরিবেশগত, সম্পদের অতিরিক্ত ব্যবহার, জনসংখ্যার হ্রাস, অস্থিরতা",C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
business_ethics/test/98,business_ethics,Business,"________ হল গত কয়েক দশক ধরে তৈরি হওয়া একটি ব্যবসায়িক নৈতিকতা ব্যবস্থাপনা টুল। এগুলি সাধারণত যে ক্ষেত্রগুলিকে আওতাভুক্ত করে সেগুলি হল মান্যতা, দুর্নীতি এবং পরিবেশগত সমস্যা। তবে, এগুলির ক্রমশ বিকাশ হচ্ছে, উদাহরণস্বরূপ, সাম্প্রতিক বছরগুলিতে _________-এর উপর দায়িত্ব বেড়েছে।","বার্ষিক রিপোর্ট, কোম্পানির আর্থিক পারফরম্যান্স","বার্ষিক রিপোর্ট, ইন্টারনেট-সোশ্যাল মিডিয়া এবং নেটওয়ার্কিং","নৈতিকতা বিধি, কোম্পানির আর্থিক পারফরম্যান্স","নৈতিকতা বিধি, ইন্টারনেট - সোশ্যাল মিডিয়া এবং নেটওয়ার্কিং",D,"['none', 'none', 'cultural', 'none']","['No', 'No', 'Yes', 'No']","['-', '-', '-', '-']",['Western Culture'],[],[],CA,True
college_biology/test/80,college_biology,STEM,কালচারে বেড়ে ওঠা ক্যান্সারের কোষগুলি কালচারে বেড়ে ওঠা সাধারণ কোষের মতো একইরকম হয় যেখানে এগুলি,অপরিসীম সংখ্যায় বিভাজিত হয়ে যায়,সংস্পর্শজনিত বাধা পেলে বিভাজন করা বন্ধ করে না,বৃদ্ধি পেতে সংযুক্তির জন্য কোনও পৃষ্ঠের প্রয়োজন হয়,একই কোষ ঘনত্বে বিস্তারলাভ করতে থাকে,C,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
college_biology/test/138,college_biology,STEM,"প্রাণীসংখ্যার ক্ষেত্রে চার্লস ডারউইনের প্রস্তাবিত প্রাকৃতিক নির্বাচনের শর্তাবলীতে নিম্নলিখিত সবগুলি অন্তর্ভুক্ত, শুধুমাত্র একটি ব্যতিক্রম হল","""যোগ্য"" ও ""অযোগ্য"" উভয় জিনের উত্তরাধিকার",পার্থক্যসহ বেঁচে থাকা এবং প্রজননে সাফল্য,সীমিত পরিমাণ সংস্থানের জন্য প্রতিযোগিতা,অতিরিক্ত অপত্য সৃষ্টি,A,"['cultural', 'none', 'none', 'cultural']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']","['Western Culture', 'Western Culture']",['North America'],[],CS,True
college_chemistry/test/20,college_chemistry,STEM,নিচের কোনটি এন-টাইপ সেমিকন্ডাক্টর?,সিলিকন,হীরক,সিলিকন কার্বাইড,আর্সেনিক-ডোপড সিলিকন,D,"['regional', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],['North America'],['United States of America (USA)'],CA,True
college_chemistry/test/22,college_chemistry,STEM,"25°C এ, PbI2 এর যে সর্বাধিক পরিমাণটি 1.00 L বিশুদ্ধ পানিতে দ্রবীভূত হতে পারে তা হল 1.0 mmol। সম্পূর্ণ বিয়োজন হয় অনুমান করলে, 25°C এ লেড আয়োডাইডের জন্য দ্রাব্যতা গুণফল, K_sp হল",1.0 × 10^−3,1.0 × 10^−6,1.0 × 10^−9,4.0 × 10^−9,D,"['none', 'regional', 'none', 'regional']","['No', 'Yes', 'No', 'No']","['-', '-', '-', '-']",[],['South America'],['United Kingdom (UK)'],CS,True
college_mathematics/test/6,college_mathematics,STEM,"9 মিটার দৈর্ঘ্যের একটি মই সমতল মাটিতে একটি উল্লম্ব প্রাচীরের দিকে ঝুঁকে আছে। সিঁড়ির নীচের প্রান্তটি প্রতি সেকেন্ডে 2 মিটার স্থির হারে প্রাচীর থেকে দূরে সরে যাওয়ার সাথে সাথে উপরের প্রান্তটি প্রাচীর বরাবর নীচের দিকে সরে যায়। কত দ্রুত, মিটার প্রতি সেকেন্ডে, মইয়ের উপরের প্রান্তটি মাটি থেকে 3 মিটার উপরে থাকা মুহূর্তে নীচের দিকে সরে যাবে?",12*sqrt(2),6*sqrt(2),4*sqrt(2),1/(2*sqrt(2)),C,"['regional', 'none', 'regional', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CS,True
college_mathematics/test/48,college_mathematics,STEM,"নিচের কোনটি একটি পাওয়ার সিরিজের জন্য অভিসারের বৈধ ব্যবধান?
(I) [−1,3)
(II) (−∞, 0]
(III) [2,3] ≤ [2,3]
(IV) (−∞, ∞)",শুধু (II),শুধু(IV ),(I )এবং(IV ),(II) এবং (III),C,"['none', 'none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-']",[],[],[],CA,True
college_medicine/test/124,college_medicine,Medical,ব্যায়ামের সময় ATP শক্তিতে রুপান্তর করার সবথেকে দ্রুত পদ্ধতি হল:,গ্লাইকোলাইসিস,ফসফোক্রিটাইন ভাঙ্গন।,ট্রাইকারবক্সিলিক অ্যাসিড চক্র (ক্রেবস চক্র)।,গ্লাইকোজেনোলাইসিস।,B,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
college_medicine/test/143,college_medicine,Medical,"বিশ্ব-ব্যবস্থা তত্ত্ব বিশ্বকে একটি একক হিসাবে তিনটি উপশ্রেণীতে বিভক্ত করে: মূল দেশ, পেরিফেরি দেশ এবং আধা-পেরিফেরি দেশ। নিচের কোন উত্তরটি আধা-পেরিফেরি দেশের সাথে সবচেয়ে ভালো সম্পর্কযুক্ত?",শক্তিশালী কেন্দ্রীয় সরকার।,একটি প্রাকৃতিক সম্পদকে ঘিরে একটি কেন্দ্রীভূত অর্থনীতি ,একটি বৈচিত্র্যময় এবং উন্নত অর্থনীতি।,খুব স্বল্প শতাংশ অত্যন্ত উচ্চ শ্রেণীর ব্যক্তিবর্গ।,C,"['none', 'regional', 'cultural', 'none', 'none', 'regional']","['No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-']","['Western Culture', 'Western Culture', 'Western Culture']","['North America', 'North America']","['United States of America (USA)', 'United States of America (USA)']",CS,True
electrical_engineering/test/22,electrical_engineering,STEM,"পরিবর্তনশীল ফ্রিকোয়েন্সি সরবরাহে কাজ করার সময়, এসি মোটরের পরিবর্তনশীল ভোল্টেজ প্রয়োজন",নিরোধক রক্ষা করুন।,সম্পৃক্ত প্রভাব এড়ান।,বৈদ্যুতিন সংকেতের মেরু বদল এর ক্ষমতা উন্নয়নে।,থাইরিস্টরকে dV / dt থেকে রক্ষা করুন।,B,"['none', 'regional', 'none', 'dialect']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",['Western Culture'],['North America'],[],CS,True
electrical_engineering/test/73,electrical_engineering,STEM,আদর্শ ইন্ডাক্টরে শক্তি অপচয় হয়,সর্বোচ্চ,সর্বনিম্ন,শূন্য,A সীমাবদ্ধ মান,C,"['none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",[],[],[],CA,True
electrical_engineering/test/78,electrical_engineering,STEM,হিট সিঙ্কে ব্যবহৃত উপকরণ থাকতে হবে,উচ্চ তাপ পরিবাহিতা।,বড় পৃষ্ঠতল।,উচ্চ গলনাঙ্ক।,এই সবগুলো।,D,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
electrical_engineering/test/108,electrical_engineering,STEM,একটি বিন্দুতে আলোকসজ্জা 5 meter নীচে একটি বাতি 6 lux। প্রদীপের মোমবাতি ক্ষমতা,30,140,150,200,C,"['dialect', 'none', 'regional', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CS,True
elementary_mathematics/test/8,elementary_mathematics,STEM,১৪২.৭৬ – ১৬.৫ এর বিয়োগফল খুঁজুন।,১৫৯.২৬,২.২২৪,"১৪,১১১",১২৬.২৬,D,"['none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-']",[],[],[],CA,True
elementary_mathematics/test/18,elementary_mathematics,STEM,একটি নির্দিষ্ট মানচিত্র ১ ইঞ্চি সমান ২৫ মাইল ধরে একটি স্কেল ব্যবহার করে। এই মানচিত্রে ৫ ইঞ্চি দ্বারা কত মাইলের উপস্থাপন করা হয়?,৫,২৫,৫০,১২৫,D,"['regional', 'none', 'regional', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],['North America'],['United States of America (USA)'],CS,True
elementary_mathematics/test/99,elementary_mathematics,STEM,একটি সালাদের ড্রেসিং এ ২ অংশ ভিনেগার ৫ অংশ তেলের সাথে একত্রিত করে তৈরি করা হয়। ৯ আউন্স ভিনেগারের সাথে কত আউন্স তেল মেশাতে হবে?,২,৩.৬,২২.৫,৬৩,C,"['dialect', 'none', 'regional', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],['North America'],['United Kingdom (UK)'],CS,True
elementary_mathematics/test/126,elementary_mathematics,STEM,নিচের কোনটি ৩ পূর্ণ ৩ এর ৪ গ্যালন এর সমতুল নয়?,৬০ c,৬০ qt,৩০ qt,১৩ qt,D,"['none', 'none', 'regional', 'regional', 'none', 'dialect', 'regional', 'none']","['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-', '-', '-']",[],"['North America', 'North America']","['United States of America (USA)', 'United States of America (USA)']",CS,True
elementary_mathematics/test/132,elementary_mathematics,STEM,একটি শহরের সুইমিং পুলের দৈর্ঘ্যের সবচেয়ে যুক্তিসঙ্গত প্রাক্কলন কী?,১ মিটার,২৫ মিটার,১ কিলোমিটার,২৫ কিলোমিটার,B,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
elementary_mathematics/test/267,elementary_mathematics,STEM,সঠিক উত্তর খুঁজুন: ৯৪২ / ৩,২১৪,৩০৪,৩১৪,৬৪২,C,"['none', 'none', 'none', 'none', 'none', 'none', 'none']","['No', 'No', 'No', 'No', 'No', 'No', 'No']","['-', '-', '-', '-', '-', '-', '-']",[],[],[],CA,True
elementary_mathematics/test/298,elementary_mathematics,STEM,"একটি ভবনের প্রতিটি তলা ১৪.৩ ফুট লম্বা। ভবনের উচ্চতা ১৮৫.৯ ফুট হলে, ভবনটি কত তলা বিশিষ্ট?",১০,১৩,১৭,৯,B,"['regional', 'regional', 'regional', 'none']","['Yes', 'No', 'No', 'No']","['-', '-', '-', '-']",[],['North America'],"['United Kingdom (UK)', 'United States of America (USA)']",CS,True
elementary_mathematics/test/326,elementary_mathematics,STEM,"সার্কাসের ইভেন্টগুলির মধ্যে একটি ছিল গ্যাব্রিয়েলা, হিউম্যান ক্যাননবল। শনিবার তিনি চারটি শো করেছেন। তার দূরত্ব ৭.০৪ মিটার, ১৮.৮১ মিটার, ১৮.৩৯ মিটার এবং ১৯.৯৪ মিটার ছিল। সেদিন গ্যাব্রিয়েল কত দূরত্ব অতিক্রম করেছিলেন?",৬৪.১৮ মিটার,৭৪.১৮ মিটার,৫৭.১৪ মিটার,৫৯.২৪ মিটার,A,"['none', 'regional', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/7,global_facts,Other,২০১৭ সালে ভারতে সমীক্ষা করা উত্তরদাতাদের মধ্যে কত শতাংশ মানুষ গত বছরে সরকারী পরিষেবাগুলি (যেমন শিক্ষা; বিচার বিভাগ; চিকিৎসা ও স্বাস্থ্য; পুলিশ; রেজিস্ট্রি এবং পারমিট পরিষেবা; ইউটিলিটি; ট্যাক্স রাজস্ব এবং কাস্টমস; এবং জমি পরিষেবা) পাওয়ার জন্য ঘুষ দিয়েছে বলে জানিয়েছেন।,২৯%,৪৯%,৬৯%,৮৯%,C,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'Yes', 'No', 'No']","['-', '-', '-', '-', '-']","['South Asian Culture', 'South Asian Culture', 'South Asian Culture']","['Asia', 'Asia']","['India', 'India', 'India', 'India']",CS,True
global_facts/test/9,global_facts,Other,"২০১৭ সালের নিরীখে, গত তিন মাসে ভারতের জনসংখ্যার কত অংশ ইন্টারনেট ব্যবহার করেছে?",১১%,২৬%,৪১%,৫৬%,B,"['regional', 'regional', 'regional', 'regional']","['No', 'No', 'No', 'No']","[{'end': 52, 'label': 'Geographic', 'score': None, 'start': 47}, {'end': 52, 'label': 'Geographic', 'score': None, 'start': 33}, {'end': 52, 'label': 'Geographic', 'score': None, 'start': 47}, {'end': 52, 'label': 'Geographic', 'score': None, 'start': 17}]",['South Asian Culture'],['Asia'],"['India', 'India', 'India', 'India']",CS,True
global_facts/test/11,global_facts,Other,"২০১৯ সালের নিরীখে, বিশ্বের জনসংখ্যার কত শতাংশ মানুষ চরম দারিদ্রতার মধ্যে বসবাস করেন (প্রতিদিন $১.৯০ এর কম)?",৫%,১০%,১৫%,২৫%,B,"['none', 'none', 'none', 'regional']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/13,global_facts,Other,নিম্নলিখিতগুলির মধ্যে কোনটি পুনর্বণ্টন-সহ-বৃদ্ধি নীতি পদ্ধতির একটি উপাদান নয়?,ন্যূনতম মজুরির নিয়ম,ভূমি সংস্কার,প্রগতিশীল কর,শিক্ষার সুযোগ বৃদ্ধি,A,"['regional', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
global_facts/test/14,global_facts,Other,১৯৫০ সালে বিশ্ব জনসংখ্যার প্রায় কত শতাংশ মানুষ শিক্ষিত ছিল?,৩৬%,৫৬%,৭৬%,৯৬%,B,"['none', 'none', 'none', 'none']","['No', 'No', 'No', 'No']","['-', '-', '-', '-']",[],[],[],CA,True
