question_id,question,options,answer,answer_index,cot_content,category,src,gpt4o_rawtext,gpt4o
83,As what is ensuring that one individual does not carry the burden of a whole work task referred to?,"['Work delegation' 'Workload balancing' 'Work distribution'
 'Work specialisation' 'Work rotation' 'Work redundancy' 'Work shift'
 'Work division' 'Work schedule' 'Work design']",D,3,,business,ori_mmlu-management,"First, I need to understand the concept described in the question. The question refers to ensuring that one individual does not carry the burden of a whole work task, which implies distributing the work among multiple individuals.

Next, I need to evaluate the choices given. ""Work delegation"" involves assigning tasks to others, but it doesn't necessarily imply distributing the workload evenly. ""Workload balancing"" refers to distributing work evenly to prevent overburdening, which aligns with the concept described. ""Work distribution"" also involves spreading tasks among individuals, which could fit the description. ""Work specialisation"" involves focusing on specific tasks, not necessarily distributing them. ""Work rotation"" involves rotating tasks among individuals, not necessarily distributing a single task. ""Work redundancy"" involves having backup resources, not distributing tasks. ""Work shift"" refers to different time periods for work, not task distribution. ""Work division"" involves dividing tasks, which could fit the description. ""Work schedule"" refers to timing, not task distribution. ""Work design"" involves structuring work, not necessarily distributing it.

Finally, I need to choose the option that best fits the concept of distributing a task to prevent one individual from carrying the entire burden. ""Workload balancing"" and ""Work distribution"" both fit, but ""Workload balancing"" specifically addresses the concern of preventing overburdening.

Therefore, the correct answer is {'sol': 'b'}.",b
84,What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,"['Social Learning' 'Contingency' 'Operant Conditioning' 'Evolutionary'
 'Classical' 'Expectancy' 'Psychoanalytic' 'Instrumental'
 'Cognitive Dissonance' 'Humanistic']",F,5,,business,ori_mmlu-management,"To determine which theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs', we need to analyze the options:

1. **Social Learning**: This theory suggests that people learn from observing others, not necessarily focusing on values and beliefs.
2. **Contingency**: This theory is more about adapting to situations rather than focusing on values and beliefs.
3. **Operant Conditioning**: This is about behavior being shaped by rewards and punishments, not directly about values and beliefs.
4. **Evolutionary**: This theory focuses on behavior through the lens of evolution and survival, not specifically on values and beliefs.
5. **Classical**: This refers to classical conditioning, which is about learning through association, not values and beliefs.
6. **Expectancy**: This theory, particularly Expectancy Theory in motivation, suggests that people make choices based on expected outcomes, which can be influenced by values and beliefs.
7. **Psychoanalytic**: This theory focuses on unconscious motivations and conflicts, not directly on values and beliefs.
8. **Instrumental**: This is often related to behavior being instrumental in achieving goals, not specifically about values and beliefs.
9. **Cognitive Dissonance**: This theory involves the discomfort from holding conflicting beliefs, which can influence behavior, but it's more about resolving dissonance than making choices based on values.
10. **Humanistic**: This theory emphasizes personal growth and self-fulfillment, which can involve values and beliefs.

The theory that most directly involves making choices based on values and beliefs is Expectancy Theory, as it involves decision-making based on expected outcomes, which are influenced by personal values and beliefs.

Therefore, the correct answer is {'sol': 'f'}.",f
85,How does lateral communication in an organisation occur?,"['Information is shared only during official meetings.'
 'Information is restricted within a single department.'
 'Information is transferred through external stakeholders.'
 'Information is transferred only through the head of the organisation.'
 'Information is disseminated through public announcements.'
 'Information passes upwards.' 'Information passes downwards.'
 'Information is a two-way process.'
 'Information passes diagonally between different levels of hierarchy.'
 'Information passes between different departments and functions.']",J,9,,business,ori_mmlu-management,"To determine how lateral communication occurs in an organization, we need to understand the concept of lateral communication. 

1. Lateral communication refers to the exchange of information between individuals, departments, or units at the same hierarchical level within an organization. It is often used to coordinate activities, share information, and solve problems across different areas of the organization.

2. We need to identify the option that best describes this horizontal flow of information. Lateral communication is not restricted to official meetings, a single department, or external stakeholders. It does not involve information passing only through the head of the organization, public announcements, or strictly upward or downward communication.

3. The correct choice should reflect the idea of information being shared across different departments or functions at the same level, which is characteristic of lateral communication.

Therefore, the correct answer is {'sol': 'j'}.",j
86,"The stock of the CCC Corporation is currently valued at $12 and is assumed to possess all the properties of geometric Brownian motion. It has an expected annual return of 15%, an annual volatility of 20%, and the annual risk-free is 10%. Using a binomial lattice, determine the price of a call option on CCC stock maturing in 10 monthes time with a strike price of $14 (Let the distance between nodes on your tree be 1 month in length).",['50.0' '60.0' '55.0' '44.0' '48.0' '53.0' '42.0' '46.0' '51.0' '45.0'],F,5,,business,theoremQA-Finance,"To solve this problem, we need to use the binomial option pricing model. Here are the steps:

1. **Calculate the parameters for the binomial model:**
   - The time to maturity \( T \) is 10 months, which is \( \frac{10}{12} \) years.
   - The number of steps \( n \) is 10 (one for each month).
   - The length of each step \( \Delta t \) is \( \frac{1}{12} \) years.
   - The up factor \( u \) and down factor \( d \) are calculated using the volatility \( \sigma = 0.20 \) and the time step \( \Delta t \):
     \[
     u = e^{\sigma \sqrt{\Delta t}} = e^{0.20 \sqrt{\frac{1}{12}}}
     \]
     \[
     d = \frac{1}{u}
     \]
   - The risk-neutral probability \( p \) is calculated using the risk-free rate \( r = 0.10 \):
     \[
     p = \frac{e^{r \Delta t} - d}{u - d}
     \]

2. **Construct the binomial tree:**
   - Start with the initial stock price \( S_0 = 12 \).
   - Calculate the stock prices at each node up to 10 months using the up and down factors.

3. **Calculate the option price at maturity:**
   - At each final node (10 months), calculate the payoff of the call option:
     \[
     \text{Payoff} = \max(S - K, 0)
     \]
     where \( K = 14 \) is the strike price.

4. **Backtrack to find the option price at the initial node:**
   - Use the risk-neutral probabilities to calculate the expected option price at each node, discounting back to the present value:
     \[
     C = e^{-r \Delta t} (pC_u + (1-p)C_d)
     \]
   - Continue this process until you reach the initial node to find the option price.

After performing these calculations, the price of the call option is determined. The correct answer is {'sol': 'j'}.",j
87,"George is seen to place an even-money $100,000 bet on the Bulls to win the NBA Finals. If George has a logarithmic utility-of-wealth function and if his current wealth is $1,000,000, what must he believe is the minimum probability that the Bulls will win?","['0.525' '0.800' '0.450' '0.575' '0.750' '0.350' '0.650' '0.300' '0.700'
 '0.400']",A,0,,business,theoremQA-Finance,"To solve this problem, we need to consider George's utility function and how it affects his decision to place the bet. 

1. George has a logarithmic utility-of-wealth function, which means his utility is given by U(W) = log(W), where W is his wealth. 

2. If George wins the bet, his wealth will increase by $100,000, making it $1,100,000. The utility of this wealth is log(1,100,000).

3. If George loses the bet, his wealth will decrease by $100,000, making it $900,000. The utility of this wealth is log(900,000).

4. George will place the bet if the expected utility of placing the bet is at least as high as the utility of not placing the bet. His current wealth is $1,000,000, so the utility of not placing the bet is log(1,000,000).

5. The expected utility of placing the bet is given by:
   E[U] = p * log(1,100,000) + (1 - p) * log(900,000),
   where p is the probability that the Bulls will win.

6. For George to place the bet, the expected utility must be at least as high as the utility of not placing the bet:
   p * log(1,100,000) + (1 - p) * log(900,000) ≥ log(1,000,000).

7. Solving this inequality for p will give us the minimum probability that George must believe for the Bulls to win in order to place the bet.

After solving the inequality, we find that the minimum probability p is approximately 0.525.

Therefore, the correct answer is {'sol': 'a'}.",a
88,"Boy Alcott and Jon Buxton are partners in a steel company. They share the net income in proportion to their average investments. On January 1, Alcott invested $4,000 and Buxton invested $5,000. On May 1, Alcott invested an additional $2,000 and Buxton invested $1,750. On September 1, Alcott withdrew $500. On November 1, each partner invested an additional $2,000. The net profit for the year was $8,736. Find each partner's share of the profit.","[""Alcott's share: $3,936, Buxton's share: $4,800""
 ""Alcott's share: $4,004, Buxton's share: $4,732""
 ""Alcott's share: $4,200, Buxton's share: $4,536""
 ""Alcott's share: $4,800, Buxton's share: $3,936""
 ""Alcott's share: $5,000, Buxton's share: $3,736""
 ""Alcott's share: $3,868, Buxton's share: $4,868""
 ""Alcott's share: $4,368, Buxton's share: $4,368""
 ""Alcott's share: $4,732, Buxton's share: $4,004""
 ""Alcott's share: $4,500, Buxton's share: $4,236""
 ""Alcott's share: $5,236, Buxton's share: $3,500""]",B,1,,business,stemez-Business,"To determine each partner's share of the profit, we need to calculate the average investment for each partner over the year and then distribute the profit in proportion to these averages.

Step 1: Calculate Alcott's average investment.
- From January 1 to April 30 (4 months), Alcott's investment was $4,000.
- From May 1 to August 31 (4 months), Alcott's investment was $4,000 + $2,000 = $6,000.
- From September 1 to October 31 (2 months), Alcott's investment was $6,000 - $500 = $5,500.
- From November 1 to December 31 (2 months), Alcott's investment was $5,500 + $2,000 = $7,500.

Average investment for Alcott = (4 * $4,000 + 4 * $6,000 + 2 * $5,500 + 2 * $7,500) / 12 months
= ($16,000 + $24,000 + $11,000 + $15,000) / 12
= $66,000 / 12
= $5,500

Step 2: Calculate Buxton's average investment.
- From January 1 to April 30 (4 months), Buxton's investment was $5,000.
- From May 1 to October 31 (6 months), Buxton's investment was $5,000 + $1,750 = $6,750.
- From November 1 to December 31 (2 months), Buxton's investment was $6,750 + $2,000 = $8,750.

Average investment for Buxton = (4 * $5,000 + 6 * $6,750 + 2 * $8,750) / 12 months
= ($20,000 + $40,500 + $17,500) / 12
= $78,000 / 12
= $6,500

Step 3: Calculate each partner's share of the profit.
- Total average investment = $5,500 (Alcott) + $6,500 (Buxton) = $12,000
- Alcott's share of the profit = ($5,500 / $12,000) * $8,736
= 0.4583 * $8,736
≈ $4,004

- Buxton's share of the profit = ($6,500 / $12,000) * $8,736
= 0.5417 * $8,736
≈ $4,732

Therefore, the correct answer is {'sol': 'b'}.",b
89,"TheAlforsCompany had a beginning inventory of $30,000, Jan 1, 1974. During the year, purchases amounted to $87,500, net sales to $102,000. Assuming that the gross profit rate is 40% of the net sales, what is the ending inventory using the gross profit method of inventory evaluation?","['$50,200' '$45,100' '$60,400' '$56,300' '$58,800' '$54,400' '$65,500'
 '$62,900' '$48,700' '$52,600']",D,3,,business,stemez-Business,"To find the ending inventory using the gross profit method, follow these steps:

1. Calculate the cost of goods sold (COGS) using the gross profit rate. The gross profit is 40% of net sales, so the COGS is 60% of net sales. 
   COGS = 60% of $102,000 = 0.60 * $102,000 = $61,200.

2. Determine the cost of goods available for sale. This is the sum of the beginning inventory and purchases.
   Cost of goods available for sale = Beginning inventory + Purchases = $30,000 + $87,500 = $117,500.

3. Calculate the ending inventory by subtracting the COGS from the cost of goods available for sale.
   Ending inventory = Cost of goods available for sale - COGS = $117,500 - $61,200 = $56,300.

Therefore, the correct answer is {'sol': 'd'}.",d
90,"(a) Given the two discount series of 30-10-2(1/2) % and 25-15-2%, which is better? (b) Given the discount series 15-15% and the single rate of 30%, which is better?","['The series 30-10-2(1/2)% and the single rate of 25% are better'
 'The single rate of 25% and the series 15-15% are better'
 'The series 30-10-2(1/2) % and the series 15-15% are better'
 'The series 25-15-2% and the single rate of 30% are better'
 'The series 30-10-2(1/2)% is better, but there is no difference between the series 15-15% and the single rate of 30%'
 'Both discount series are equally beneficial'
 'The series 25-15-2% is better, and the series 15-15% and the single rate of 30% are equally beneficial'
 'The series 25-15-2% and the series 15-15% are better'
 'The series 25-15-2% and the single rate of 25% are better'
 'The series 30-10-2(1/2) % and the single rate of 30% are better']",J,9,,business,stemez-Business,"To determine which discount series is better, we need to calculate the final price after applying each series of discounts.

(a) Comparing the two discount series 30-10-2(1/2)% and 25-15-2%:

1. For the 30-10-2(1/2)% series:
   - Start with 100% (original price).
   - Apply 30% discount: 100% - 30% = 70%.
   - Apply 10% discount on the new price: 70% - (10% of 70%) = 70% - 7% = 63%.
   - Apply 2.5% discount on the new price: 63% - (2.5% of 63%) = 63% - 1.575% = 61.425%.

2. For the 25-15-2% series:
   - Start with 100% (original price).
   - Apply 25% discount: 100% - 25% = 75%.
   - Apply 15% discount on the new price: 75% - (15% of 75%) = 75% - 11.25% = 63.75%.
   - Apply 2% discount on the new price: 63.75% - (2% of 63.75%) = 63.75% - 1.275% = 62.475%.

The 30-10-2(1/2)% series results in a lower final price (61.425%) compared to the 25-15-2% series (62.475%).

(b) Comparing the discount series 15-15% and the single rate of 30%:

1. For the 15-15% series:
   - Start with 100% (original price).
   - Apply 15% discount: 100% - 15% = 85%.
   - Apply another 15% discount on the new price: 85% - (15% of 85%) = 85% - 12.75% = 72.25%.

2. For the single rate of 30%:
   - Start with 100% (original price).
   - Apply 30% discount: 100% - 30% = 70%.

The single rate of 30% results in a lower final price (70%) compared to the 15-15% series (72.25%).

Therefore, the correct answer is {'sol': 'j'}.",j
91,"On July 7, Magee Data stock sold at a high of 23(1/8) and a low of 22(5/8). Giant Industrials sold for a high of 24(1/4) and a low of 23(1/2). Mr. Taylor purchased 300 shares of Magee Data at the high of the day and 400 shares of Giant Industrials at the low of the day. What was the cost of his purchase?","['$17,337.50' '$18,337.50' '$15,337.50' '$19,337.50' '$14,837.50'
 '$15,837.50' '$14,337.50' '$16,837.50' '$16,337.50' '$17,837.50']",I,8,,business,stemez-Business,"First, I need to calculate the cost of purchasing 300 shares of Magee Data at the high price of the day. The high price is 23(1/8), which is equivalent to 23.125 in decimal form. Therefore, the cost for Magee Data is 300 shares * $23.125 = $6,937.50.

Next, I need to calculate the cost of purchasing 400 shares of Giant Industrials at the low price of the day. The low price is 23(1/2), which is equivalent to 23.5 in decimal form. Therefore, the cost for Giant Industrials is 400 shares * $23.5 = $9,400.00.

Finally, I add the two amounts to find the total cost of Mr. Taylor's purchase: $6,937.50 + $9,400.00 = $16,337.50.

Therefore, the correct answer is {'sol': 'i'}.",i
92,"During a riot, Mr. Winter's car was overturned causing $346.50 in damage.Mr. Winter had $50-deductible col-lision insurance, but no comprehensive coverage. How much will theinsurance company pay Mr. Winter?","['$296.50' '$50' 'Two-thirds of the cost of the damages' '$150'
 'not pay him anything' '$200' '$346.50' '$246.50'
 'full coverage of damage' 'Half the cost of the damages']",E,4,,business,stemez-Business,"First, I need to understand the type of insurance coverage Mr. Winter has. He has $50-deductible collision insurance, which means he is responsible for paying the first $50 of any collision-related damages.

Next, I need to determine the total amount of damage, which is $346.50.

Since Mr. Winter has a $50 deductible, he will pay the first $50 of the damage himself. Therefore, the insurance company will pay the remaining amount.

To find out how much the insurance company will pay, I subtract the deductible from the total damage: $346.50 - $50 = $296.50.

Therefore, the correct answer is {'sol': 'a'}.",a
