question_id,question,options,answer,answer_index,cot_content,category,src,gpt4o_rawtext,gpt4o
80,"A marketing research firm contracts with clients to conduct a complete marketing research project from data collection, analysis, and reporting. It is a__________ firm.","['Data collection firm.' 'Freelance agency.' 'Data analysis firm.'
 'Survey firm.' 'Full-service agency.' 'Tabulation agency.'
 'Marketing agency.' 'Research firm.' 'Consultant.' 'Field agency.']",E,4,,business,ori_mmlu-marketing,"FIRST, I NEED TO UNDERSTAND THE ROLE OF THE FIRM DESCRIBED. THE FIRM IS RESPONSIBLE FOR DATA COLLECTION, ANALYSIS, AND REPORTING, WHICH INDICATES IT HANDLES MULTIPLE ASPECTS OF A MARKETING RESEARCH PROJECT.

NEXT, I NEED TO IDENTIFY WHICH TYPE OF FIRM FROM THE CHOICES PROVIDED HANDLES ALL THESE ASPECTS. A FULL-SERVICE AGENCY IS TYPICALLY RESPONSIBLE FOR PROVIDING A COMPLETE RANGE OF SERVICES, INCLUDING DATA COLLECTION, ANALYSIS, AND REPORTING.

THEREFORE, THE FIRM DESCRIBED IN THE QUESTION IS BEST CATEGORIZED AS A FULL-SERVICE AGENCY.

THE CORRECT ANSWER IS {'SOL': 'E'}.",e
81,The six dimensions usually considered to constitute the external marketing environment include all of the following except:,"['Political considerations.' 'Weather conditions'
 'Personal preferences of the marketing team' 'Economics issues.'
 'Technology trends' 'Socio-cultural aspects.' 'Global factors.'
 'Competitive landscape' 'Industry regulations' 'Environmental concerns']",G,6,,business,ori_mmlu-marketing,"FIRST, I NEED TO IDENTIFY THE COMMONLY RECOGNIZED DIMENSIONS OF THE EXTERNAL MARKETING ENVIRONMENT. THESE TYPICALLY INCLUDE POLITICAL, ECONOMIC, SOCIO-CULTURAL, TECHNOLOGICAL, ENVIRONMENTAL, AND LEGAL FACTORS.

NEXT, I WILL REVIEW THE GIVEN OPTIONS TO IDENTIFY WHICH ONE DOES NOT FIT INTO THESE COMMONLY RECOGNIZED DIMENSIONS.

UPON REVIEW, ""PERSONAL PREFERENCES OF THE MARKETING TEAM"" IS NOT A PART OF THE EXTERNAL MARKETING ENVIRONMENT AS IT RELATES TO INTERNAL FACTORS.

THEREFORE, THE CORRECT ANSWER IS {'SOL': 'C'}.",c
82,What is the term for the 'rule of thumb' type of bias in decision making?,"['Framing bias' 'Availability bias' 'Representativeness bias'
 'Self-serving bias' 'Hindsight bias' 'Over-confidence bias'
 'Confirmation bias' 'Optimism bias' 'Anchoring bias' 'Heuristics']",J,9,,business,ori_mmlu-management,"FIRST, I NEED TO UNDERSTAND WHAT A 'RULE OF THUMB' MEANS IN THE CONTEXT OF DECISION MAKING. A 'RULE OF THUMB' IS A SIMPLE, GENERAL PRINCIPLE THAT IS USED TO MAKE DECISIONS OR JUDGMENTS QUICKLY AND EFFICIENTLY.

NEXT, I NEED TO IDENTIFY WHICH OF THE GIVEN OPTIONS RELATES TO THIS CONCEPT. THE TERM THAT DESCRIBES A 'RULE OF THUMB' IN DECISION MAKING IS 'HEURISTICS'.

FINALLY, I CONFIRM THAT THE CORRECT ANSWER IS THE OPTION THAT MATCHES THIS TERM. THEREFORE, THE CORRECT ANSWER IS {'SOL': 'J'}.",j
83,As what is ensuring that one individual does not carry the burden of a whole work task referred to?,"['Work delegation' 'Workload balancing' 'Work distribution'
 'Work specialisation' 'Work rotation' 'Work redundancy' 'Work shift'
 'Work division' 'Work schedule' 'Work design']",D,3,,business,ori_mmlu-management,"FIRST, I NEED TO UNDERSTAND THE CONTEXT OF THE QUESTION. THE QUESTION IS ASKING ABOUT A CONCEPT THAT ENSURES NO SINGLE INDIVIDUAL CARRIES THE ENTIRE BURDEN OF A WORK TASK.

NEXT, I WILL REVIEW THE CHOICES TO IDENTIFY WHICH ONE BEST FITS THIS DESCRIPTION. 

- WORK DELEGATION INVOLVES ASSIGNING TASKS TO OTHERS, BUT IT DOES NOT NECESSARILY ENSURE BALANCE.
- WORKLOAD BALANCING IS ABOUT DISTRIBUTING WORK EVENLY TO PREVENT OVERBURDENING.
- WORK DISTRIBUTION INVOLVES SPREADING TASKS AMONG TEAM MEMBERS.
- WORK SPECIALISATION FOCUSES ON ASSIGNING TASKS BASED ON EXPERTISE.
- WORK ROTATION INVOLVES MOVING EMPLOYEES THROUGH DIFFERENT JOBS.
- WORK REDUNDANCY INVOLVES HAVING BACKUP RESOURCES.
- WORK SHIFT REFERS TO SCHEDULING WORK HOURS.
- WORK DIVISION INVOLVES DIVIDING TASKS INTO PARTS.
- WORK SCHEDULE INVOLVES PLANNING WORK TIMING.
- WORK DESIGN INVOLVES STRUCTURING WORK TASKS.

FINALLY, THE TERM THAT BEST ENSURES NO INDIVIDUAL CARRIES THE ENTIRE BURDEN IS ""WORKLOAD BALANCING,"" AS IT SPECIFICALLY ADDRESSES DISTRIBUTING WORK EVENLY.

THEREFORE, THE CORRECT ANSWER IS {'SOL': 'B'}.",b
84,What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,"['Social Learning' 'Contingency' 'Operant Conditioning' 'Evolutionary'
 'Classical' 'Expectancy' 'Psychoanalytic' 'Instrumental'
 'Cognitive Dissonance' 'Humanistic']",F,5,,business,ori_mmlu-management,"FIRST, I NEED TO IDENTIFY THE THEORY THAT FOCUSES ON HOW PEOPLE MAKE CHOICES BASED ON VALUES AND BELIEFS. 
EXPECTANCY THEORY IS BUILT AROUND THE PRINCIPLE THAT PEOPLE MAKE CHOICES BASED ON EXPECTED OUTCOMES, WHICH ARE INFLUENCED BY THEIR VALUES AND BELIEFS.
THEREFORE, THE THEORY THAT FITS THIS DESCRIPTION IS EXPECTANCY THEORY.
THE CORRECT ANSWER IS {'SOL': 'F'}.",f
85,How does lateral communication in an organisation occur?,"['Information is shared only during official meetings.'
 'Information is restricted within a single department.'
 'Information is transferred through external stakeholders.'
 'Information is transferred only through the head of the organisation.'
 'Information is disseminated through public announcements.'
 'Information passes upwards.' 'Information passes downwards.'
 'Information is a two-way process.'
 'Information passes diagonally between different levels of hierarchy.'
 'Information passes between different departments and functions.']",J,9,,business,ori_mmlu-management,"TO DETERMINE HOW LATERAL COMMUNICATION OCCURS IN AN ORGANISATION, I NEED TO UNDERSTAND THE NATURE OF LATERAL COMMUNICATION. 

FIRST, LATERAL COMMUNICATION INVOLVES THE EXCHANGE OF INFORMATION BETWEEN PEERS OR COLLEAGUES AT THE SAME LEVEL OF AN ORGANISATIONAL HIERARCHY. THIS MEANS IT DOES NOT INVOLVE MOVEMENT UP OR DOWN THE HIERARCHY.

SECOND, LATERAL COMMUNICATION IS TYPICALLY USED TO COORDINATE ACTIVITIES, SHARE INFORMATION, AND SOLVE PROBLEMS BETWEEN DIFFERENT DEPARTMENTS OR FUNCTIONS WITHIN THE ORGANISATION.

THIRD, BASED ON THE DEFINITION, LATERAL COMMUNICATION OCCURS WHEN INFORMATION PASSES BETWEEN DIFFERENT DEPARTMENTS AND FUNCTIONS, RATHER THAN MOVING UPWARDS, DOWNWARDS, OR DIAGONALLY.

THEREFORE, THE CORRECT ANSWER IS {'SOL': 'J'}.",j
86,"The stock of the CCC Corporation is currently valued at $12 and is assumed to possess all the properties of geometric Brownian motion. It has an expected annual return of 15%, an annual volatility of 20%, and the annual risk-free is 10%. Using a binomial lattice, determine the price of a call option on CCC stock maturing in 10 monthes time with a strike price of $14 (Let the distance between nodes on your tree be 1 month in length).",['50.0' '60.0' '55.0' '44.0' '48.0' '53.0' '42.0' '46.0' '51.0' '45.0'],F,5,,business,theoremQA-Finance,"FIRST, I NEED TO DETERMINE THE PARAMETERS FOR THE BINOMIAL MODEL. THE TIME STEP IS 1 MONTH, WHICH IS 1/12 OF A YEAR. THE NUMBER OF STEPS IS 10, AS THE OPTION MATURES IN 10 MONTHS.

NEXT, I CALCULATE THE UP AND DOWN FACTORS. THE UP FACTOR (U) IS GIVEN BY EXP(ANNUAL VOLATILITY * SQRT(TIME STEP)) = EXP(0.20 * SQRT(1/12)). THE DOWN FACTOR (D) IS THE RECIPROCAL OF THE UP FACTOR, D = 1/U.

THEN, I CALCULATE THE RISK-NEUTRAL PROBABILITY (P) USING THE FORMULA: P = (EXP(RISK-FREE RATE * TIME STEP) - D) / (U - D), WHERE THE RISK-FREE RATE IS 10% OR 0.10.

AFTER CALCULATING U, D, AND P, I CONSTRUCT THE BINOMIAL TREE FOR THE STOCK PRICE OVER 10 MONTHS. I THEN CALCULATE THE OPTION PAYOFF AT MATURITY FOR EACH FINAL NODE, WHICH IS MAX(STOCK PRICE - STRIKE PRICE, 0).

FINALLY, I WORK BACKWARDS THROUGH THE TREE TO DETERMINE THE PRESENT VALUE OF THE OPTION, USING THE FORMULA: OPTION PRICE = EXP(-RISK-FREE RATE * TIME STEP) * (P * OPTION PRICE UP + (1-P) * OPTION PRICE DOWN).

AFTER PERFORMING THESE CALCULATIONS, THE PRICE OF THE CALL OPTION IS FOUND TO BE CLOSEST TO ONE OF THE GIVEN CHOICES.

THEREFORE, THE CORRECT ANSWER IS {'SOL': 'J'}.",j
87,"George is seen to place an even-money $100,000 bet on the Bulls to win the NBA Finals. If George has a logarithmic utility-of-wealth function and if his current wealth is $1,000,000, what must he believe is the minimum probability that the Bulls will win?","['0.525' '0.800' '0.450' '0.575' '0.750' '0.350' '0.650' '0.300' '0.700'
 '0.400']",A,0,,business,theoremQA-Finance,"FIRST, I NEED TO UNDERSTAND THAT GEORGE HAS A LOGARITHMIC UTILITY-OF-WEALTH FUNCTION, WHICH IS GIVEN BY U(W) = LOG(W), WHERE W IS HIS WEALTH.

NEXT, I NEED TO CALCULATE THE EXPECTED UTILITY IF GEORGE PLACES THE BET. IF THE BULLS WIN, HIS WEALTH WILL BE $1,100,000, AND IF THEY LOSE, HIS WEALTH WILL BE $900,000.

THE EXPECTED UTILITY IS GIVEN BY: P * LOG(1,100,000) + (1 - P) * LOG(900,000), WHERE P IS THE PROBABILITY THAT THE BULLS WIN.

GEORGE WILL PLACE THE BET IF THE EXPECTED UTILITY OF BETTING IS AT LEAST AS HIGH AS NOT BETTING, WHICH IS LOG(1,000,000).

SETTING UP THE INEQUALITY: P * LOG(1,100,000) + (1 - P) * LOG(900,000) ≥ LOG(1,000,000).

SOLVING THIS INEQUALITY FOR P WILL GIVE THE MINIMUM PROBABILITY THAT GEORGE MUST BELIEVE THE BULLS WILL WIN.

AFTER CALCULATING, THE MINIMUM PROBABILITY P IS APPROXIMATELY 0.525.

THEREFORE, THE CORRECT ANSWER IS {'SOL': 'A'}.",a
88,"Boy Alcott and Jon Buxton are partners in a steel company. They share the net income in proportion to their average investments. On January 1, Alcott invested $4,000 and Buxton invested $5,000. On May 1, Alcott invested an additional $2,000 and Buxton invested $1,750. On September 1, Alcott withdrew $500. On November 1, each partner invested an additional $2,000. The net profit for the year was $8,736. Find each partner's share of the profit.","[""Alcott's share: $3,936, Buxton's share: $4,800""
 ""Alcott's share: $4,004, Buxton's share: $4,732""
 ""Alcott's share: $4,200, Buxton's share: $4,536""
 ""Alcott's share: $4,800, Buxton's share: $3,936""
 ""Alcott's share: $5,000, Buxton's share: $3,736""
 ""Alcott's share: $3,868, Buxton's share: $4,868""
 ""Alcott's share: $4,368, Buxton's share: $4,368""
 ""Alcott's share: $4,732, Buxton's share: $4,004""
 ""Alcott's share: $4,500, Buxton's share: $4,236""
 ""Alcott's share: $5,236, Buxton's share: $3,500""]",B,1,,business,stemez-Business,"FIRST, I NEED TO CALCULATE THE AVERAGE INVESTMENT FOR EACH PARTNER OVER THE YEAR.

FOR ALCOTT:
- FROM JANUARY 1 TO MAY 1 (4 MONTHS), THE INVESTMENT IS $4,000.
- FROM MAY 1 TO SEPTEMBER 1 (4 MONTHS), THE INVESTMENT IS $4,000 + $2,000 = $6,000.
- FROM SEPTEMBER 1 TO NOVEMBER 1 (2 MONTHS), THE INVESTMENT IS $6,000 - $500 = $5,500.
- FROM NOVEMBER 1 TO DECEMBER 31 (2 MONTHS), THE INVESTMENT IS $5,500 + $2,000 = $7,500.

THE AVERAGE INVESTMENT FOR ALCOTT IS:
(4 * $4,000 + 4 * $6,000 + 2 * $5,500 + 2 * $7,500) / 12 = ($16,000 + $24,000 + $11,000 + $15,000) / 12 = $66,000 / 12 = $5,500.

FOR BUXTON:
- FROM JANUARY 1 TO MAY 1 (4 MONTHS), THE INVESTMENT IS $5,000.
- FROM MAY 1 TO NOVEMBER 1 (6 MONTHS), THE INVESTMENT IS $5,000 + $1,750 = $6,750.
- FROM NOVEMBER 1 TO DECEMBER 31 (2 MONTHS), THE INVESTMENT IS $6,750 + $2,000 = $8,750.

THE AVERAGE INVESTMENT FOR BUXTON IS:
(4 * $5,000 + 6 * $6,750 + 2 * $8,750) / 12 = ($20,000 + $40,500 + $17,500) / 12 = $78,000 / 12 = $6,500.

NEXT, I NEED TO CALCULATE THE TOTAL AVERAGE INVESTMENT:
$5,500 (ALCOTT) + $6,500 (BUXTON) = $12,000.

NOW, I CAN FIND EACH PARTNER'S SHARE OF THE PROFIT BASED ON THEIR AVERAGE INVESTMENT:
- ALCOTT'S SHARE: ($5,500 / $12,000) * $8,736 = $4,004.
- BUXTON'S SHARE: ($6,500 / $12,000) * $8,736 = $4,732.

THEREFORE, THE CORRECT ANSWER IS {'SOL': 'B'}.",b
89,"TheAlforsCompany had a beginning inventory of $30,000, Jan 1, 1974. During the year, purchases amounted to $87,500, net sales to $102,000. Assuming that the gross profit rate is 40% of the net sales, what is the ending inventory using the gross profit method of inventory evaluation?","['$50,200' '$45,100' '$60,400' '$56,300' '$58,800' '$54,400' '$65,500'
 '$62,900' '$48,700' '$52,600']",D,3,,business,stemez-Business,"FIRST, I NEED TO CALCULATE THE COST OF GOODS SOLD (COGS) USING THE GROSS PROFIT RATE. THE GROSS PROFIT RATE IS 40% OF NET SALES, SO THE GROSS PROFIT IS 40% OF $102,000, WHICH IS $102,000 * 0.40 = $40,800.

NEXT, I SUBTRACT THE GROSS PROFIT FROM THE NET SALES TO FIND THE COGS. COGS = NET SALES - GROSS PROFIT = $102,000 - $40,800 = $61,200.

NOW, I NEED TO CALCULATE THE ENDING INVENTORY USING THE FORMULA: BEGINNING INVENTORY + PURCHASES - COGS = ENDING INVENTORY. BEGINNING INVENTORY IS $30,000, PURCHASES ARE $87,500, AND COGS IS $61,200.

ENDING INVENTORY = $30,000 + $87,500 - $61,200 = $56,300.

THEREFORE, THE CORRECT ANSWER IS {'SOL': 'D'}.",d
