question_id,question,options,answer,answer_index,cot_content,category,src,gpt4o_rawtext,gpt4o
80,"A marketing research firm contracts with clients to conduct a complete marketing research project from data collection, analysis, and reporting. It is a__________ firm.","['Data collection firm.' 'Freelance agency.' 'Data analysis firm.'
 'Survey firm.' 'Full-service agency.' 'Tabulation agency.'
 'Marketing agency.' 'Research firm.' 'Consultant.' 'Field agency.']",E,4,,business,ori_mmlu-marketing,"First,  I  need  to  understand  the  scope  of  services  provided  by  the  firm.  The  firm  conducts  a  complete  marketing  research  project,  which  includes  data  collection,  analysis,  and  reporting.

Next,  I  need  to  identify  which  type  of  firm  offers  a  comprehensive  range  of  services  from  data  collection  to  reporting.  A  full-service  agency  typically  provides  end-to-end  solutions  in  marketing  research,  covering  all  aspects  of  the  project.

Therefore,  the  correct  answer  is  {'sol':  'e'}.",e
81,The six dimensions usually considered to constitute the external marketing environment include all of the following except:,"['Political considerations.' 'Weather conditions'
 'Personal preferences of the marketing team' 'Economics issues.'
 'Technology trends' 'Socio-cultural aspects.' 'Global factors.'
 'Competitive landscape' 'Industry regulations' 'Environmental concerns']",G,6,,business,ori_mmlu-marketing,"First,  I  need  to  identify  the  typical  dimensions  of  the  external  marketing  environment.  These  usually  include  political,  economic,  socio-cultural,  technological,  environmental,  and  competitive  factors.

Next,  I  will  compare  the  given  choices  with  these  typical  dimensions.  The  choices  are:  a)  Political  considerations,  b)  Weather  conditions,  c)  Personal  preferences  of  the  marketing  team,  d)  Economics  issues,  e)  Technology  trends,  f)  Socio-cultural  aspects,  g)  Global  factors,  h)  Competitive  landscape,  i)  Industry  regulations,  j)  Environmental  concerns.

Now,  I  will  identify  which  choice  does  not  fit  into  the  typical  external  marketing  environment  dimensions.  Personal  preferences  of  the  marketing  team  (choice  c)  is  an  internal  factor,  not  an  external  one.

Therefore,  the  correct  answer  is  {'sol':  'c'}.",c
82,What is the term for the 'rule of thumb' type of bias in decision making?,"['Framing bias' 'Availability bias' 'Representativeness bias'
 'Self-serving bias' 'Hindsight bias' 'Over-confidence bias'
 'Confirmation bias' 'Optimism bias' 'Anchoring bias' 'Heuristics']",J,9,,business,ori_mmlu-management,"First,  I  need  to  understand  what  is  meant  by  a  'rule  of  thumb'  in  decision  making.  A  'rule  of  thumb'  is  a  simple,  general  principle  or  guideline  that  is  used  to  make  decisions  or  solve  problems  quickly  and  efficiently.

Next,  I  need  to  identify  which  of  the  given  options  corresponds  to  this  concept.  The  term  'heuristics'  refers  to  mental  shortcuts  or  rules  of  thumb  that  simplify  decision  making.

Finally,  I  confirm  that  'heuristics'  is  indeed  the  term  used  to  describe  the  use  of  rules  of  thumb  in  decision  making.

Therefore,  the  correct  answer  is  {'sol':  'j'}.",j
83,As what is ensuring that one individual does not carry the burden of a whole work task referred to?,"['Work delegation' 'Workload balancing' 'Work distribution'
 'Work specialisation' 'Work rotation' 'Work redundancy' 'Work shift'
 'Work division' 'Work schedule' 'Work design']",D,3,,business,ori_mmlu-management,"First,  I  need  to  understand  the  concept  being  described.  The  question  refers  to  ensuring  that  no  single  individual  carries  the  entire  burden  of  a  work  task,  which  implies  sharing  or  distributing  the  workload  among  multiple  individuals.

Next,  I  need  to  identify  the  term  that  best  matches  this  concept.  ""Workload  balancing""  involves  distributing  tasks  evenly  to  prevent  overburdening  any  one  person,  which  aligns  with  the  description  given.

Finally,  I  will  confirm  that  none  of  the  other  options  better  fit  the  description.  Options  like  ""Work  delegation""  and  ""Work  distribution""  are  related  but  do  not  specifically  emphasize  balancing  the  workload  to  prevent  overburdening.

Therefore,  the  correct  answer  is  {'sol':  'b'}.",b
84,What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,"['Social Learning' 'Contingency' 'Operant Conditioning' 'Evolutionary'
 'Classical' 'Expectancy' 'Psychoanalytic' 'Instrumental'
 'Cognitive Dissonance' 'Humanistic']",F,5,,business,ori_mmlu-management,"First,  I  need  to  identify  which  theory  is  based  on  the  principle  that  people  make  choices  based  on  values  and  beliefs.  
The  Expectancy  theory  suggests  that  individuals  make  decisions  based  on  expected  outcomes  and  the  value  they  place  on  those  outcomes.  
This  aligns  with  the  idea  of  making  choices  based  on  values  and  beliefs.  
Therefore,  the  correct  answer  is  {'sol':  'f'}.",f
85,How does lateral communication in an organisation occur?,"['Information is shared only during official meetings.'
 'Information is restricted within a single department.'
 'Information is transferred through external stakeholders.'
 'Information is transferred only through the head of the organisation.'
 'Information is disseminated through public announcements.'
 'Information passes upwards.' 'Information passes downwards.'
 'Information is a two-way process.'
 'Information passes diagonally between different levels of hierarchy.'
 'Information passes between different departments and functions.']",J,9,,business,ori_mmlu-management,"Lateral communication in an organisation refers to the flow of information across different departments or functions at the same level of hierarchy.  

First,  I  need  to  identify  the  nature  of  lateral  communication.  Lateral  communication  involves  the  exchange  of  information  between  peers  or  colleagues  who  are  on  the  same  level  within  the  organisation.  

Next,  I  need  to  consider  the  options  provided.  Option  j)  states  that  information  passes  between  different  departments  and  functions,  which  aligns  with  the  concept  of  lateral  communication.  

Finally,  I  confirm  that  option  j)  accurately  describes  lateral  communication,  as  it  involves  the  transfer  of  information  across  different  departments  or  functions  at  the  same  hierarchical  level.  

Therefore,  the  correct  answer  is  {'sol':  'j'}.",j
86,"The stock of the CCC Corporation is currently valued at $12 and is assumed to possess all the properties of geometric Brownian motion. It has an expected annual return of 15%, an annual volatility of 20%, and the annual risk-free is 10%. Using a binomial lattice, determine the price of a call option on CCC stock maturing in 10 monthes time with a strike price of $14 (Let the distance between nodes on your tree be 1 month in length).",['50.0' '60.0' '55.0' '44.0' '48.0' '53.0' '42.0' '46.0' '51.0' '45.0'],F,5,,business,theoremQA-Finance,"To  solve  this  problem,  I  will  use  the  binomial  option  pricing  model.  The  steps  are  as  follows:

First,  I  need  to  calculate  the  up  and  down  factors  for  the  binomial  tree.  The  up  factor  (u)  is  calculated  as  \( u = e^{\sigma \sqrt{\Delta t}} \),  where  \(\sigma\)  is  the  annual  volatility  and  \(\Delta t\)  is  the  time  step  in  years.  The  down  factor  (d)  is  the  reciprocal  of  the  up  factor,  \( d = \frac{1}{u} \).

Next,  I  calculate  the  risk-neutral  probability  (p)  using  the  formula  \( p = \frac{e^{r \Delta t} - d}{u - d} \),  where  \( r \)  is  the  risk-free  rate.

Finally,  I  construct  the  binomial  tree  for  the  stock  prices  and  calculate  the  option  price  by  working  backwards  from  the  expiration  date  to  the  present  using  the  risk-neutral  probabilities.

After  performing  these  calculations,  the  price  of  the  call  option  is  determined  to  be  {'sol':  'j'}.",j
87,"George is seen to place an even-money $100,000 bet on the Bulls to win the NBA Finals. If George has a logarithmic utility-of-wealth function and if his current wealth is $1,000,000, what must he believe is the minimum probability that the Bulls will win?","['0.525' '0.800' '0.450' '0.575' '0.750' '0.350' '0.650' '0.300' '0.700'
 '0.400']",A,0,,business,theoremQA-Finance,"First,  I  need  to  understand  George's  utility  function.  Since  he  has  a  logarithmic  utility-of-wealth  function,  his  utility  is  given  by  U(W)  =  ln(W),  where  W  is  his  wealth.

Next,  I  need  to  calculate  the  expected  utility  of  placing  the  bet.  If  the  Bulls  win,  George's  wealth  will  be  $1,100,000,  and  his  utility  will  be  ln(1,100,000).  If  the  Bulls  lose,  his  wealth  will  be  $900,000,  and  his  utility  will  be  ln(900,000).

Let  p  be  the  probability  that  the  Bulls  win.  The  expected  utility  of  the  bet  is  p * ln(1,100,000)  +  (1 - p) * ln(900,000).

Now,  I  need  to  find  the  minimum  probability  p  such  that  the  expected  utility  of  the  bet  is  at  least  as  high  as  the  utility  of  not  betting,  which  is  ln(1,000,000).

Set  up  the  inequality:  p * ln(1,100,000)  +  (1 - p) * ln(900,000)  ≥  ln(1,000,000).

Solving  this  inequality  for  p  will  give  the  minimum  probability  that  George  must  believe  for  the  bet  to  be  worthwhile.

After  solving  the  inequality,  the  minimum  probability  p  is  approximately  0.525.

Therefore,  the  correct  answer  is  {'sol':  'a'}.",a
88,"Boy Alcott and Jon Buxton are partners in a steel company. They share the net income in proportion to their average investments. On January 1, Alcott invested $4,000 and Buxton invested $5,000. On May 1, Alcott invested an additional $2,000 and Buxton invested $1,750. On September 1, Alcott withdrew $500. On November 1, each partner invested an additional $2,000. The net profit for the year was $8,736. Find each partner's share of the profit.","[""Alcott's share: $3,936, Buxton's share: $4,800""
 ""Alcott's share: $4,004, Buxton's share: $4,732""
 ""Alcott's share: $4,200, Buxton's share: $4,536""
 ""Alcott's share: $4,800, Buxton's share: $3,936""
 ""Alcott's share: $5,000, Buxton's share: $3,736""
 ""Alcott's share: $3,868, Buxton's share: $4,868""
 ""Alcott's share: $4,368, Buxton's share: $4,368""
 ""Alcott's share: $4,732, Buxton's share: $4,004""
 ""Alcott's share: $4,500, Buxton's share: $4,236""
 ""Alcott's share: $5,236, Buxton's share: $3,500""]",B,1,,business,stemez-Business,"To  determine  each  partner's  share  of  the  profit,  we  need  to  calculate  their  average  investments  over  the  year.

First,  let's  calculate  Alcott's  average  investment:
- From  January  1  to  April  30  (4  months),  Alcott  had  $4,000  invested.
- From  May  1  to  August  31  (4  months),  Alcott  had  $4,000  +  $2,000  =  $6,000  invested.
- From  September  1  to  October  31  (2  months),  Alcott  had  $6,000  -  $500  =  $5,500  invested.
- From  November  1  to  December  31  (2  months),  Alcott  had  $5,500  +  $2,000  =  $7,500  invested.

Now,  calculate  the  total  investment  months  for  Alcott:
(4  months  *  $4,000)  +  (4  months  *  $6,000)  +  (2  months  *  $5,500)  +  (2  months  *  $7,500)  =  $16,000  +  $24,000  +  $11,000  +  $15,000  =  $66,000.

Alcott's  average  investment  =  $66,000  /  12  months  =  $5,500.

Next,  let's  calculate  Buxton's  average  investment:
- From  January  1  to  April  30  (4  months),  Buxton  had  $5,000  invested.
- From  May  1  to  October  31  (6  months),  Buxton  had  $5,000  +  $1,750  =  $6,750  invested.
- From  November  1  to  December  31  (2  months),  Buxton  had  $6,750  +  $2,000  =  $8,750  invested.

Now,  calculate  the  total  investment  months  for  Buxton:
(4  months  *  $5,000)  +  (6  months  *  $6,750)  +  (2  months  *  $8,750)  =  $20,000  +  $40,500  +  $17,500  =  $78,000.

Buxton's  average  investment  =  $78,000  /  12  months  =  $6,500.

Now,  calculate  the  total  average  investment:
$5,500  (Alcott)  +  $6,500  (Buxton)  =  $12,000.

Calculate  each  partner's  share  of  the  profit:
- Alcott's  share  =  ($5,500  /  $12,000)  *  $8,736  =  $4,004.
- Buxton's  share  =  ($6,500  /  $12,000)  *  $8,736  =  $4,732.

Therefore,  the  correct  answer  is  {'sol':  'b'}.",b
89,"TheAlforsCompany had a beginning inventory of $30,000, Jan 1, 1974. During the year, purchases amounted to $87,500, net sales to $102,000. Assuming that the gross profit rate is 40% of the net sales, what is the ending inventory using the gross profit method of inventory evaluation?","['$50,200' '$45,100' '$60,400' '$56,300' '$58,800' '$54,400' '$65,500'
 '$62,900' '$48,700' '$52,600']",D,3,,business,stemez-Business,"First,  I  need  to  calculate  the  cost  of  goods  sold  (COGS).  The  gross  profit  rate  is  40%  of  the  net  sales,  so  the  gross  profit  is  40%  of  $102,000,  which  is  $40,800.
Next,  I  subtract  the  gross  profit  from  the  net  sales  to  find  the  COGS:  $102,000  -  $40,800  =  $61,200.
Now,  I  calculate  the  ending  inventory.  The  formula  is:  Beginning  Inventory  +  Purchases  -  COGS  =  Ending  Inventory.
So,  $30,000  +  $87,500  -  $61,200  =  $56,300.
Therefore,  the  correct  answer  is  {'sol':  'd'}.",d
90,"(a) Given the two discount series of 30-10-2(1/2) % and 25-15-2%, which is better? (b) Given the discount series 15-15% and the single rate of 30%, which is better?","['The series 30-10-2(1/2)% and the single rate of 25% are better'
 'The single rate of 25% and the series 15-15% are better'
 'The series 30-10-2(1/2) % and the series 15-15% are better'
 'The series 25-15-2% and the single rate of 30% are better'
 'The series 30-10-2(1/2)% is better, but there is no difference between the series 15-15% and the single rate of 30%'
 'Both discount series are equally beneficial'
 'The series 25-15-2% is better, and the series 15-15% and the single rate of 30% are equally beneficial'
 'The series 25-15-2% and the series 15-15% are better'
 'The series 25-15-2% and the single rate of 25% are better'
 'The series 30-10-2(1/2) % and the single rate of 30% are better']",J,9,,business,stemez-Business,"To  determine  which  discount  series  is  better,  we  need  to  calculate  the  effective  discount  for  each  series.

(a)  For  the  series  30-10-2(1/2)%:
- First,  apply  the  30%  discount:  100%  -  30%  =  70%.
- Next,  apply  the  10%  discount  on  the  remaining  70%:  70%  *  (100%  -  10%)  =  70%  *  90%  =  63%.
- Finally,  apply  the  2.5%  discount  on  the  remaining  63%:  63%  *  (100%  -  2.5%)  =  63%  *  97.5%  =  61.425%.

For  the  series  25-15-2%:
- First,  apply  the  25%  discount:  100%  -  25%  =  75%.
- Next,  apply  the  15%  discount  on  the  remaining  75%:  75%  *  (100%  -  15%)  =  75%  *  85%  =  63.75%.
- Finally,  apply  the  2%  discount  on  the  remaining  63.75%:  63.75%  *  (100%  -  2%)  =  63.75%  *  98%  =  62.475%.

Comparing  the  two,  the  series  30-10-2(1/2)%  results  in  a  lower  final  price  (61.425%)  than  the  series  25-15-2%  (62.475%),  so  the  series  30-10-2(1/2)%  is  better.

(b)  For  the  series  15-15%:
- First,  apply  the  15%  discount:  100%  -  15%  =  85%.
- Next,  apply  the  15%  discount  on  the  remaining  85%:  85%  *  (100%  -  15%)  =  85%  *  85%  =  72.25%.

For  the  single  rate  of  30%:
- Apply  the  30%  discount:  100%  -  30%  =  70%.

Comparing  the  two,  the  single  rate  of  30%  results  in  a  lower  final  price  (70%)  than  the  series  15-15%  (72.25%),  so  the  single  rate  of  30%  is  better.

Therefore,  the  correct  answer  is  {'sol':  'j'}.",j
91,"On July 7, Magee Data stock sold at a high of 23(1/8) and a low of 22(5/8). Giant Industrials sold for a high of 24(1/4) and a low of 23(1/2). Mr. Taylor purchased 300 shares of Magee Data at the high of the day and 400 shares of Giant Industrials at the low of the day. What was the cost of his purchase?","['$17,337.50' '$18,337.50' '$15,337.50' '$19,337.50' '$14,837.50'
 '$15,837.50' '$14,337.50' '$16,837.50' '$16,337.50' '$17,837.50']",I,8,,business,stemez-Business,"First,  I  need  to  calculate  the  cost  of  purchasing  300  shares  of  Magee  Data  at  the  high  price  of  23(1/8).  The  price  23(1/8)  is  equivalent  to  23.125.  Therefore,  the  cost  for  Magee  Data  is  300  *  23.125  =  6,937.50  dollars.

Next,  I  need  to  calculate  the  cost  of  purchasing  400  shares  of  Giant  Industrials  at  the  low  price  of  23(1/2).  The  price  23(1/2)  is  equivalent  to  23.5.  Therefore,  the  cost  for  Giant  Industrials  is  400  *  23.5  =  9,400  dollars.

Finally,  I  add  the  two  costs  together  to  find  the  total  cost  of  Mr.  Taylor's  purchase:  6,937.50  +  9,400  =  16,337.50  dollars.

Therefore,  the  correct  answer  is  {'sol':  'i'}.",i
92,"During a riot, Mr. Winter's car was overturned causing $346.50 in damage.Mr. Winter had $50-deductible col-lision insurance, but no comprehensive coverage. How much will theinsurance company pay Mr. Winter?","['$296.50' '$50' 'Two-thirds of the cost of the damages' '$150'
 'not pay him anything' '$200' '$346.50' '$246.50'
 'full coverage of damage' 'Half the cost of the damages']",E,4,,business,stemez-Business,"First,  I  need  to  understand  the  type  of  insurance  Mr.  Winter  has.  He  has  $50-deductible  collision  insurance,  which  means  he  will  have  to  pay  the  first  $50  of  any  collision-related  damages  himself.

Next,  I  need  to  determine  the  total  amount  of  damage  caused  to  Mr.  Winter's  car.  The  damage  amounts  to  $346.50.

Since  Mr.  Winter  has  a  $50  deductible,  he  will  pay  the  first  $50  of  the  damages.  Therefore,  the  insurance  company  will  pay  the  remaining  amount,  which  is  $346.50  -  $50  =  $296.50.

Therefore,  the  correct  answer  is  {'sol':  'a'}.",a
93,"Janet Firestone purchased an option on a stock for $175 giving her the right to buy 100 shares at 14(1/2) within 90 days. One month later, she exercised her option and then sold the stock on the same day for 17. What was her profit on the stock?",['$200' '$50' '$250' '$65' '$125' '$95' '$150' '$75' '$85' '$100'],H,7,,business,stemez-Business,"First,  I  need  to  calculate  the  total  cost  of  purchasing  the  stock.  Janet  bought  an  option  for  $175,  which  gives  her  the  right  to  buy  100  shares  at  $14.50  per  share.  The  cost  of  buying  the  shares  is  100  *  $14.50  =  $1450.

Next,  I  need  to  calculate  the  total  revenue  from  selling  the  stock.  Janet  sold  the  100  shares  for  $17  per  share,  so  the  revenue  is  100  *  $17  =  $1700.

Now,  I  need  to  calculate  the  profit.  The  profit  is  the  revenue  from  selling  the  stock  minus  the  total  cost  of  purchasing  the  stock  and  the  option.  The  total  cost  is  $1450  +  $175  =  $1625.  Therefore,  the  profit  is  $1700  -  $1625  =  $75.

Therefore,  the  correct  answer  is  {'sol':  'h'}.",h
