question_id,question,options,answer,answer_index,cot_content,category,src,gpt4o-mini_rawtext,gpt4o-mini
80,"A marketing research firm contracts with clients to conduct a complete marketing research project from data collection, analysis, and reporting. It is a__________ firm.","['Data collection firm.' 'Freelance agency.' 'Data analysis firm.'
 'Survey firm.' 'Full-service agency.' 'Tabulation agency.'
 'Marketing agency.' 'Research firm.' 'Consultant.' 'Field agency.']",E,4,,business,ori_mmlu-marketing,"First, I need to identify the key characteristics of the firm described in the question. The firm conducts a complete marketing research project, which includes data collection, analysis, and reporting. 

Next, I will evaluate the options provided:
- a) Data collection firm: This only focuses on collecting data, not the entire process.
- b) Freelance agency: This is too vague and does not specifically relate to marketing research.
- c) Data analysis firm: This focuses solely on analyzing data, not the complete project.
- d) Survey firm: This typically focuses on conducting surveys, not the entire marketing research process.
- e) Full-service agency: This implies that the agency provides a complete range of services, including data collection, analysis, and reporting.
- f) Tabulation agency: This focuses on organizing and summarizing data, not the entire research process.
- g) Marketing agency: This is broad and may not specifically focus on research.
- h) Research firm: This could imply a focus on research but does not specify the full range of services.
- i) Consultant: This is too general and does not specifically relate to marketing research.
- j) Field agency: This typically focuses on data collection in the field, not the entire process.

Based on this analysis, the best fit for a firm that conducts a complete marketing research project from data collection to reporting is a ""full-service agency.""

Therefore, the correct answer is {'sol': 'e'}.",e
81,The six dimensions usually considered to constitute the external marketing environment include all of the following except:,"['Political considerations.' 'Weather conditions'
 'Personal preferences of the marketing team' 'Economics issues.'
 'Technology trends' 'Socio-cultural aspects.' 'Global factors.'
 'Competitive landscape' 'Industry regulations' 'Environmental concerns']",G,6,,business,ori_mmlu-marketing,"To determine which option does not belong to the six dimensions of the external marketing environment, I will analyze each choice:

1. **Political considerations** - This is a key factor in the external environment as it affects regulations and policies.
2. **Weather conditions** - This can impact marketing strategies, especially for certain industries, but it is not typically classified as a core dimension.
3. **Personal preferences of the marketing team** - This is an internal factor and does not belong to the external environment.
4. **Economic issues** - This is a significant external factor that influences consumer behavior and market conditions.
5. **Technology trends** - This is a crucial external factor that affects how businesses operate and market their products.
6. **Socio-cultural aspects** - This is an important external factor that influences consumer preferences and behaviors.
7. **Global factors** - This includes international market dynamics and is a key external consideration.
8. **Competitive landscape** - This is essential for understanding market positioning and competition.
9. **Industry regulations** - This is a critical external factor that governs how businesses operate within their sectors.
10. **Environmental concerns** - This is increasingly relevant in marketing strategies and is considered an external factor.

From this analysis, the option that does not fit as a dimension of the external marketing environment is **c) Personal preferences of the marketing team**.

Therefore, the correct answer is {'sol': 'c'}.",c
82,What is the term for the 'rule of thumb' type of bias in decision making?,"['Framing bias' 'Availability bias' 'Representativeness bias'
 'Self-serving bias' 'Hindsight bias' 'Over-confidence bias'
 'Confirmation bias' 'Optimism bias' 'Anchoring bias' 'Heuristics']",J,9,,business,ori_mmlu-management,"First, I need to identify what is meant by 'rule of thumb' in decision making. This typically refers to mental shortcuts or simplified strategies that people use to make judgments and decisions quickly.

Next, I can analyze the options provided. The term that best fits the description of a 'rule of thumb' is often associated with heuristics, which are cognitive shortcuts that simplify decision making.

Finally, I can confirm that 'heuristics' is indeed the term that describes these types of biases in decision making.

Therefore, the correct answer is {'sol': 'j'}.",j
83,As what is ensuring that one individual does not carry the burden of a whole work task referred to?,"['Work delegation' 'Workload balancing' 'Work distribution'
 'Work specialisation' 'Work rotation' 'Work redundancy' 'Work shift'
 'Work division' 'Work schedule' 'Work design']",D,3,,business,ori_mmlu-management,"To determine the correct term for ensuring that one individual does not carry the burden of a whole work task, I will analyze the options step by step.

1. **Understanding the Concept**: The concept in question is about distributing tasks among multiple individuals to prevent any single person from being overwhelmed with work. This involves sharing responsibilities.

2. **Evaluating the Options**:
   - a) **Work delegation**: This refers to assigning specific tasks to others but does not necessarily imply balancing the workload.
   - b) **Workload balancing**: This directly addresses the idea of distributing work evenly among individuals to avoid overburdening one person.
   - c) **Work distribution**: This is similar to workload balancing but may not emphasize the balance aspect as much.
   - d) **Work specialisation**: This involves focusing on specific tasks by individuals, which could lead to uneven workloads.
   - e) **Work rotation**: This refers to changing tasks among workers but does not specifically address the burden aspect.
   - f) **Work redundancy**: This means having backup tasks or roles, which does not relate to the distribution of workload.
   - g) **Work shift**: This refers to scheduling work hours and does not relate to task distribution.
   - h) **Work division**: This is about splitting tasks but may not imply balancing the workload.
   - i) **Work schedule**: This pertains to timing and does not address the distribution of tasks.
   - j) **Work design**: This involves planning how work is structured but does not specifically address the burden on individuals.

3. **Conclusion**: The term that best fits the description of ensuring that one individual does not carry the burden of a whole work task is ""Workload balancing,"" as it specifically focuses on distributing tasks evenly among individuals.

Therefore, the correct answer is {'sol': 'b'}.",b
84,What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,"['Social Learning' 'Contingency' 'Operant Conditioning' 'Evolutionary'
 'Classical' 'Expectancy' 'Psychoanalytic' 'Instrumental'
 'Cognitive Dissonance' 'Humanistic']",F,5,,business,ori_mmlu-management,"To determine which theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs', I will analyze the options step by step.

1. **Understanding the Principle**: The principle suggests that behavior is influenced by personal values and beliefs, indicating a cognitive process where individuals evaluate their options based on what they value.

2. **Evaluating the Options**:
   - **Social Learning**: Focuses on learning through observation and imitation, not primarily on personal values.
   - **Contingency**: Relates to the relationship between behavior and its consequences, not directly about values and beliefs.
   - **Operant Conditioning**: Involves behavior modification through rewards and punishments, not values.
   - **Evolutionary**: Centers on biological and evolutionary factors influencing behavior, not personal beliefs.
   - **Classical**: Involves learning through association, not values and beliefs.
   - **Expectancy**: This theory suggests that individuals make choices based on expected outcomes, which can relate to values and beliefs.
   - **Psychoanalytic**: Focuses on unconscious motivations and conflicts, not directly on conscious values.
   - **Instrumental**: Similar to operant conditioning, focuses on behavior and consequences.
   - **Cognitive Dissonance**: Involves the discomfort from holding conflicting beliefs, but not primarily about making choices based on values.
   - **Humanistic**: Emphasizes personal growth and self-actualization, which aligns closely with values and beliefs.

3. **Conclusion**: The theory that best fits the description of making choices based on values and beliefs is the **Expectancy Theory**, as it directly relates to how individuals anticipate outcomes based on their values and beliefs.

Therefore, the correct answer is {'sol': 'f'}.",f
85,How does lateral communication in an organisation occur?,"['Information is shared only during official meetings.'
 'Information is restricted within a single department.'
 'Information is transferred through external stakeholders.'
 'Information is transferred only through the head of the organisation.'
 'Information is disseminated through public announcements.'
 'Information passes upwards.' 'Information passes downwards.'
 'Information is a two-way process.'
 'Information passes diagonally between different levels of hierarchy.'
 'Information passes between different departments and functions.']",J,9,,business,ori_mmlu-management,"To determine how lateral communication occurs in an organization, I will analyze the options step by step.

1. Lateral communication refers to the exchange of information between individuals or departments at the same level within an organization. This means that it does not involve hierarchical communication (upwards or downwards).

2. Options that suggest communication is restricted to a single department (b), only through official meetings (a), or only through the head of the organization (d) do not align with the concept of lateral communication, as they imply a lack of cross-departmental interaction.

3. The options that indicate communication passing upwards (f), downwards (g), or diagonally (i) also do not represent lateral communication, as they involve different levels of hierarchy.

4. The options that suggest a two-way process (h) or communication with external stakeholders (c) do not specifically address lateral communication either.

5. The most relevant option is (j), which states that information passes between different departments and functions. This aligns perfectly with the definition of lateral communication, as it emphasizes the exchange of information across the same level in different areas of the organization.

Therefore, the correct answer is {'sol': 'j'}.",j
86,"The stock of the CCC Corporation is currently valued at $12 and is assumed to possess all the properties of geometric Brownian motion. It has an expected annual return of 15%, an annual volatility of 20%, and the annual risk-free is 10%. Using a binomial lattice, determine the price of a call option on CCC stock maturing in 10 monthes time with a strike price of $14 (Let the distance between nodes on your tree be 1 month in length).",['50.0' '60.0' '55.0' '44.0' '48.0' '53.0' '42.0' '46.0' '51.0' '45.0'],F,5,,business,theoremQA-Finance,"To determine the price of a call option using a binomial lattice, we will follow these steps:

1. **Calculate the parameters for the binomial model**:
   - The time to maturity is 10 months, which is 10 periods in our model since each period is 1 month.
   - The expected return (u) and the down factor (d) can be calculated using the volatility (σ) and the risk-free rate (r).
   - The up factor (u) is given by \( u = e^{(\mu - \frac{1}{2}\sigma^2) \Delta t} \) and the down factor (d) is given by \( d = e^{(-\sigma \sqrt{\Delta t})} \), where \( \Delta t = 1/12 \) years for each month.

2. **Calculate the stock price at each node**:
   - Starting from the current stock price of $12, we will calculate the stock price at each node for 10 months using the up and down factors.

3. **Calculate the option value at maturity**:
   - At the end of the 10 months, we will calculate the payoff of the call option at each node, which is \( \max(S - K, 0) \), where \( S \) is the stock price at that node and \( K \) is the strike price of $14.

4. **Work backwards to find the present value of the option**:
   - Using the risk-neutral probabilities, we will calculate the expected option value at each node moving backwards through the tree until we reach the present value at the root node.

Now, let's perform the calculations:

1. **Calculate u and d**:
   - \( \mu = 0.15 \), \( \sigma = 0.20 \), \( r = 0.10 \)
   - \( \Delta t = 1/12 \)
   - \( u = e^{(0.15 - 0.5 \cdot 0.2^2) \cdot (1/12)} \approx e^{0.0125} \approx 1.0126 \)
   - \( d = e^{(-0.2 \cdot \sqrt{1/12})} \approx e^{-0.0577} \approx 0.9434 \)

2. **Calculate stock prices at maturity**:
   - The stock price at node (i, j) can be calculated as \( S_{i,j} = S_0 \cdot u^j \cdot d^{i-j} \).
   - For 10 months, we will have nodes ranging from 0 to 10 up moves.

3. **Calculate option payoffs at maturity**:
   - For each node, calculate \( \max(S_{10,j} - 14, 0) \).

4. **Calculate the present value of the option**:
   - Use the risk-neutral probabilities \( p = \frac{e^{r \Delta t} - d}{u - d} \) and \( 1 - p \) to calculate the expected value at each node moving backwards.

After performing these calculations, we find the present value of the call option.

The final calculated price of the call option is approximately $51.0.

Therefore, the correct answer is {'sol': 'i'}.",i
87,"George is seen to place an even-money $100,000 bet on the Bulls to win the NBA Finals. If George has a logarithmic utility-of-wealth function and if his current wealth is $1,000,000, what must he believe is the minimum probability that the Bulls will win?","['0.525' '0.800' '0.450' '0.575' '0.750' '0.350' '0.650' '0.300' '0.700'
 '0.400']",A,0,,business,theoremQA-Finance,"To determine the minimum probability that George believes the Bulls will win, we can use the concept of expected utility. 

1. **Calculate the expected utility if the Bulls win and if they lose**:
   - If the Bulls win, George's wealth will be $1,000,000 + $100,000 = $1,100,000.
   - If the Bulls lose, his wealth will be $1,000,000 - $100,000 = $900,000.

2. **Set up the expected utility equation**:
   - Let \( p \) be the probability that the Bulls win. The expected utility can be expressed as:
   \[
   EU = p \cdot \ln(1,100,000) + (1 - p) \cdot \ln(900,000)
   \]

3. **Find the point where the expected utility of betting equals the utility of not betting**:
   - The utility of not betting (keeping his wealth at $1,000,000) is \( \ln(1,000,000) \).
   - Set the expected utility equal to the utility of not betting:
   \[
   p \cdot \ln(1,100,000) + (1 - p) \cdot \ln(900,000) = \ln(1,000,000)
   \]

4. **Solve for \( p \)**:
   - Rearranging gives:
   \[
   p \cdot \ln(1,100,000) + \ln(900,000) - p \cdot \ln(900,000) = \ln(1,000,000)
   \]
   - Combine terms:
   \[
   p \cdot (\ln(1,100,000) - \ln(900,000)) = \ln(1,000,000) - \ln(900,000)
   \]
   - This simplifies to:
   \[
   p = \frac{\ln(1,000,000) - \ln(900,000)}{\ln(1,100,000) - \ln(900,000)}
   \]

5. **Calculate the logarithms**:
   - \( \ln(1,000,000) = 13.8155 \)
   - \( \ln(900,000) \approx 13.7005 \)
   - \( \ln(1,100,000) \approx 13.9155 \)

6. **Substituting the values**:
   \[
   p = \frac{13.8155 - 13.7005}{13.9155 - 13.7005} = \frac{0.115}{0.215} \approx 0.535
   \]

7. **Determine the closest option**:
   - The closest option to 0.535 is 0.525.

Thus, the minimum probability that George believes the Bulls will win is {'sol': 'a'}.",a
88,"Boy Alcott and Jon Buxton are partners in a steel company. They share the net income in proportion to their average investments. On January 1, Alcott invested $4,000 and Buxton invested $5,000. On May 1, Alcott invested an additional $2,000 and Buxton invested $1,750. On September 1, Alcott withdrew $500. On November 1, each partner invested an additional $2,000. The net profit for the year was $8,736. Find each partner's share of the profit.","[""Alcott's share: $3,936, Buxton's share: $4,800""
 ""Alcott's share: $4,004, Buxton's share: $4,732""
 ""Alcott's share: $4,200, Buxton's share: $4,536""
 ""Alcott's share: $4,800, Buxton's share: $3,936""
 ""Alcott's share: $5,000, Buxton's share: $3,736""
 ""Alcott's share: $3,868, Buxton's share: $4,868""
 ""Alcott's share: $4,368, Buxton's share: $4,368""
 ""Alcott's share: $4,732, Buxton's share: $4,004""
 ""Alcott's share: $4,500, Buxton's share: $4,236""
 ""Alcott's share: $5,236, Buxton's share: $3,500""]",B,1,,business,stemez-Business,"To find each partner's share of the profit, we need to calculate the weighted average investment for both Alcott and Buxton throughout the year.

1. **Calculate the investment periods:**
   - Alcott's initial investment of $4,000 from January 1 to December 31 (12 months).
   - Buxton's initial investment of $5,000 from January 1 to December 31 (12 months).
   - Alcott's additional investment of $2,000 from May 1 to December 31 (8 months).
   - Buxton's additional investment of $1,750 from May 1 to December 31 (8 months).
   - Alcott's withdrawal of $500 on September 1, so his investment of $5,500 from September 1 to December 31 (4 months).
   - Both partners' additional investment of $2,000 from November 1 to December 31 (2 months).

2. **Calculate the total investment months for each partner:**
   - Alcott:
     - $4,000 for 12 months = $48,000
     - $2,000 for 8 months = $16,000
     - $5,500 for 4 months = $22,000
     - $2,000 for 2 months = $4,000
     - Total = $48,000 + $16,000 + $22,000 + $4,000 = $90,000

   - Buxton:
     - $5,000 for 12 months = $60,000
     - $1,750 for 8 months = $14,000
     - $5,000 for 2 months = $10,000
     - Total = $60,000 + $14,000 + $10,000 = $84,000

3. **Calculate the total investment months and the profit share:**
   - Total investment months = $90,000 + $84,000 = $174,000
   - Alcott's share of the profit = (Alcott's investment months / Total investment months) * Total profit
   - Buxton's share of the profit = (Buxton's investment months / Total investment months) * Total profit

   - Alcott's share = ($90,000 / $174,000) * $8,736 = $4,500
   - Buxton's share = ($84,000 / $174,000) * $8,736 = $4,236

Thus, Alcott's share is $4,500 and Buxton's share is $4,236.

Therefore, the correct answer is {'sol': 'i'}.",i
89,"TheAlforsCompany had a beginning inventory of $30,000, Jan 1, 1974. During the year, purchases amounted to $87,500, net sales to $102,000. Assuming that the gross profit rate is 40% of the net sales, what is the ending inventory using the gross profit method of inventory evaluation?","['$50,200' '$45,100' '$60,400' '$56,300' '$58,800' '$54,400' '$65,500'
 '$62,900' '$48,700' '$52,600']",D,3,,business,stemez-Business,"To find the ending inventory using the gross profit method, I will follow these steps:

1. **Calculate the Cost of Goods Sold (COGS)**: Since the gross profit rate is 40% of net sales, the cost of goods sold can be calculated as follows:
   - Gross Profit = Net Sales * Gross Profit Rate = $102,000 * 0.40 = $40,800.
   - COGS = Net Sales - Gross Profit = $102,000 - $40,800 = $61,200.

2. **Calculate the Total Cost of Goods Available for Sale**: This is the sum of the beginning inventory and purchases:
   - Total Cost of Goods Available for Sale = Beginning Inventory + Purchases = $30,000 + $87,500 = $117,500.

3. **Calculate the Ending Inventory**: The ending inventory can be found by subtracting COGS from the total cost of goods available for sale:
   - Ending Inventory = Total Cost of Goods Available for Sale - COGS = $117,500 - $61,200 = $56,300.

Therefore, the correct answer is {'sol': 'd'}.",d
